Month,Year,Area,FunctionalGroup,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
February,2000,Taylor,invertivore,1.871710424,0.267387204,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,detrivore,0.467240757,0.06674868,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,planktivore,0.29665234,0.042378905,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,omnivore,0.735439128,0.105062731,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2001,Shark,invertivore,5.311415982,0.75877371,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,algivore,3.723151213,0.531878745,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,omnivore,1.0517358,0.150247972,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Taylor,invertivore,5.425462996,0.775066147,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,omnivore,0.892501654,0.127500238,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,algivore,0.143129905,0.02044713,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,detrivore,0.44405862,0.06343695,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2002,Taylor,invertivore,13.38667735,1.912382474,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2002,Taylor,omnivore,0.749590413,0.107084344,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2002,Taylor,detrivore,2.52450573,0.360643673,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2002,Taylor,piscivore,4.42304012,0.63186287,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2002,Taylor,algivore,0.30931434,0.044187765,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2003,Shark,invertivore,2.553134588,0.465597012,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Shark,omnivore,0.608008845,0.097793072,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Shark,piscivore,2.72956268,0.38993753,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Shark,planktivore,0.174660875,0.02495155,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Shark,algivore,0.413524197,0.059074887,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Taylor,invertivore,1.094037075,0.218807416,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2003,Taylor,omnivore,0.723983776,0.144796754,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2003,Taylor,piscivore,0.88902238,0.17780447,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2003,Taylor,algivore,0.02671153,0.00534231,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2004,Shark,omnivore,0.854977888,0.122139699,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,invertivore,9.41077029,1.344395763,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,planktivore,0.283804277,0.040543467,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,detrivore,2.035759299,0.290822758,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,algivore,0.19050739,0.02721534,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,piscivore,1.166921575,0.166703085,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Taylor,invertivore,1.462767686,0.292553524,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2004,Taylor,planktivore,0.364549523,0.072909903,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2004,Taylor,omnivore,0.933750116,0.18675002,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2004,Taylor,detrivore,0.87780085,0.17556017,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2004,Taylor,piscivore,13.04098312,2.60819662,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2005,Shark,invertivore,9.292497253,1.327499597,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,piscivore,30.18339393,4.311913428,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,planktivore,0.62586307,0.089409014,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,algivore,0.06345652,0.009065218,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,omnivore,1.070593608,0.152941945,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,detrivore,0.36084145,0.05154878,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Taylor,invertivore,0.897445016,0.179488999,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
February,2005,Taylor,omnivore,0.297175261,0.059435053,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
February,2005,Taylor,algivore,0.1572845,0.0314569,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
February,2005,Taylor,detrivore,0.26544949,0.0530899,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
July,1996,Shark,planktivore,0.26199663,0.037428095,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Shark,invertivore,3.915421567,0.559345938,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Shark,detrivore,28.59400289,4.08485755,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Shark,omnivore,0.529902589,0.075700369,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Shark,algivore,0.457223367,0.065317623,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Taylor,algivore,0.027648064,0.003949722,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,planktivore,0.202208565,0.02888693,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,invertivore,3.123700213,0.446242874,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,piscivore,0.26266382,0.0375234,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,omnivore,0.449425114,0.064203588,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,detrivore,0.070656067,0.010093727,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1997,Shark,invertivore,7.752040078,1.107434296,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Shark,omnivore,0.818744158,0.116963452,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Shark,piscivore,0.46229354,0.06604193,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Shark,detrivore,1.227393158,0.17534188,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Shark,algivore,1.267986853,0.181140979,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Taylor,omnivore,0.281371504,0.040195928,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,invertivore,2.089865355,0.299424826,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,piscivore,0.20996444,0.02999492,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,planktivore,0.005436225,0.000776605,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,detrivore,0.154663988,0.022094855,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,algivore,0.025822833,0.003688977,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1998,Shark,invertivore,4.650997611,0.664428232,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,algivore,1.440464667,0.205780668,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,detrivore,0.858562185,0.122651735,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,planktivore,0.27273914,0.03896273,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,omnivore,0.749998749,0.107142678,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,piscivore,0.64669626,0.09238518,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Taylor,invertivore,3.362695012,0.481818209,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1998,Taylor,omnivore,0.572415079,0.082357614,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1998,Taylor,planktivore,0.209642403,0.029948913,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1998,Taylor,algivore,0.102755885,0.014679413,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1998,Taylor,detrivore,0.04756266,0.006794665,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1999,Shark,invertivore,24.51334147,3.501905924,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Shark,algivore,0.92632766,0.132332521,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Shark,detrivore,0.828680505,0.118382925,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Shark,piscivore,5.56481309,0.7949733,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Shark,omnivore,0.586271968,0.083753137,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Taylor,invertivore,1.988008916,0.284001273,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,1999,Taylor,planktivore,0.04121594,0.00588799,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,1999,Taylor,detrivore,0.228444163,0.032634877,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,1999,Taylor,piscivore,0.92682991,0.13240427,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,1999,Taylor,omnivore,0.02580629,0.003686611,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,2000,Shark,invertivore,8.331457066,1.190208148,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Shark,omnivore,0.534724729,0.076389248,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Shark,detrivore,0.283947175,0.040563882,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Shark,piscivore,0.113122935,0.016160415,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Shark,algivore,1.181193856,0.168741979,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Taylor,algivore,0.135217123,0.019316733,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2000,Taylor,omnivore,0.681377281,0.097339611,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2000,Taylor,invertivore,1.48346768,0.211923951,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2000,Taylor,piscivore,0.06272842,0.0089612,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2000,Taylor,detrivore,0.267196218,0.038170888,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2001,Shark,invertivore,0.473070647,0.067581525,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Shark,algivore,0.608929239,0.08698989,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Shark,piscivore,0.0150175,0.00214536,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Shark,omnivore,0.050151065,0.007164435,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Taylor,omnivore,0.092600685,0.013228675,2.02,0.3452,0.2068,0.1384,1.1542,32.669,1.499,31.17,0.2684,0.0244,0.5966,632.3126,39.22,39.22,30.24,30.18,6.2,6.32,4.678,NA
