Month,Year,Area,SpeciesName,CommonName,FunctionalGroup,TotalSpeciesWeight,SpeciesBiomass,DEPTH,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,CHLA,TOC,SAL_S,SAL_B,TEMP_S,TEMP_B,DO_S,DO_B,TURB,pH
February,1998,Taylor,Belonesox belizanus,Pike topminnow,piscivore,0.71312867,0.10187552,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.20793088,0.029767109,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.109044335,0.01557776,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Cichlasoma urophthalmus,Mayan cichlid,detrivore,1.54571261,0.22081609,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Heterandria formosa,Least killifish,invertivore,0.193870509,0.027809315,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Lucania goodei,Bluefin killifish,omnivore,0.933210926,0.133448283,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.457279716,0.065786163,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.229364613,0.032766375,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Jordanella floridae,Flagfish,invertivore,0.615362441,0.088174368,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.05839968,0.008342815,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.031733132,0.0045846,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,Erimyzon sucetta,Lake chubsucker,invertivore,0.09233616,0.013190878,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1999,Shark,Astronotus ocellatus,Oscar,omnivore,NA,NA,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Cichlasoma urophthalmus,Mayan cichlid,detrivore,2.72213087,0.38887584,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Erimyzon sucetta,Lake chubsucker,invertivore,2.149219137,0.307031306,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.207467893,0.029638268,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Heterandria formosa,Least killifish,invertivore,0.534587536,0.076369649,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Lepomis punctatus,Spotted sunfish,invertivore,0.674470873,0.09635298,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Menidia beryllina,Inland silverside,planktivore,NA,NA,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Fundulus confluentus,Marsh killifish,invertivore,0.307615377,0.043945056,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Lepomis gulosus,Warmouth,piscivore,0.57982029,0.08283147,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Jordanella floridae,Flagfish,invertivore,0.669837103,0.095691016,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Poecilia latipinna,Sailfin molly,algivore,1.729117927,0.247016848,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Noturus gyrinus,Tadpole madtom,invertivore,2.942496597,0.420356657,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Fundulus chrysotus,Golden topminnow,invertivore,0.808695692,0.115527958,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.964580741,0.137797249,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Lucania goodei,Bluefin killifish,omnivore,1.520339762,0.217191393,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,Lepomis macrochirus,Bluegill sunfish,invertivore,1.32465704,0.18923672,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Taylor,Cichlasoma urophthalmus,Mayan cichlid,detrivore,0.73568068,0.10509724,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.422853868,0.060407695,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Lepomis macrochirus,Bluegill sunfish,invertivore,4.544629543,0.649232793,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Erimyzon sucetta,Lake chubsucker,invertivore,0.34392623,0.049132318,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.334690047,0.047812865,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.48452768,0.069218238,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Enneacanthus gloriosus,Blue spotted sunfish,planktivore,0.28170549,0.04024364,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Jordanella floridae,Flagfish,invertivore,0.607584485,0.086797784,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Lucania goodei,Bluefin killifish,omnivore,1.437221615,0.205317375,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.505751109,0.072250158,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Heterandria formosa,Least killifish,invertivore,0.531045783,0.075863683,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.227779645,0.03253995,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Noturus gyrinus,Tadpole madtom,invertivore,0.479596847,0.068513837,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.155691356,0.022241621,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,2000,Shark,Ameiurus natalis,Yellow bullhead,invertivore,0.23727663,0.03389666,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Fundulus chrysotus,Golden topminnow,invertivore,0.385233418,0.055033348,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Noturus gyrinus,Tadpole madtom,invertivore,0.21589568,0.03084224,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Erimyzon sucetta,Lake chubsucker,invertivore,0.034132354,0.00487605,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Lepomis punctatus,Spotted sunfish,invertivore,1.1569348,0.1652764,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Lepomis microlophus,Redear sunfish,invertivore,10.35479938,1.47925705,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Poecilia latipinna,Sailfin molly,algivore,1.313370771,0.187624396,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.598561929,0.085508847,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Cichlasoma urophthalmus,Mayan cichlid,detrivore,1.14806051,0.164008645,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Fundulus confluentus,Marsh killifish,invertivore,0.14908438,0.021297767,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Heterandria formosa,Least killifish,invertivore,0.555560559,0.079365794,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.206767642,0.029538234,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Lepomis macrochirus,Bluegill sunfish,invertivore,0.05679233,0.00811319,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Labidesthes sicculus,Brook silverside,planktivore,0.07527938,0.0107542,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Lucania goodei,Bluefin killifish,omnivore,1.527965291,0.218280754,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,Jordanella floridae,Flagfish,invertivore,0.732491865,0.104641694,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Taylor,Jordanella floridae,Flagfish,invertivore,0.442367625,0.063195375,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.16651346,0.023787638,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.051115038,0.007302148,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Cichlasoma urophthalmus,Mayan cichlid,detrivore,0.467240757,0.06674868,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Enneacanthus gloriosus,Blue spotted sunfish,planktivore,0.29665234,0.042378905,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.30128443,0.04304063,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.449495011,0.064213575,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.264967515,0.0378525,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Heterandria formosa,Least killifish,invertivore,0.02233984,0.003191406,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Lepomis marginatus,Dollar sunfish,invertivore,0.197943893,0.0282777,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Erimyzon sucetta,Lake chubsucker,invertivore,0.017134315,0.00244776,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.223516812,0.031930973,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,Lucania goodei,Bluefin killifish,omnivore,0.470471613,0.067210231,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2001,Shark,Gambusia holbrooki,Eastern mosquitofish,invertivore,1.032148058,0.147449723,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.189881183,0.027125883,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Heterandria formosa,Least killifish,invertivore,0.30490348,0.043557638,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Poecilia latipinna,Sailfin molly,algivore,3.723151213,0.531878745,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Lucania goodei,Bluefin killifish,omnivore,1.0517358,0.150247972,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Ameiurus natalis,Yellow bullhead,invertivore,0.214299005,0.030614145,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Jordanella floridae,Flagfish,invertivore,2.676585517,0.38236936,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Fundulus confluentus,Marsh killifish,invertivore,0.058542975,0.00836328,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,Fundulus chrysotus,Golden topminnow,invertivore,0.835055763,0.11929368,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.674766571,0.096395223,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Lepomis microlophus,Redear sunfish,invertivore,0.06828231,0.00975462,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Jordanella floridae,Flagfish,invertivore,2.117804883,0.302543555,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Lepomis marginatus,Dollar sunfish,invertivore,0.12287946,0.01755421,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Lucania goodei,Bluefin killifish,omnivore,0.776579144,0.110939878,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.11592251,0.01656036,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.302422532,0.043203218,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.143129905,0.02044713,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.682073665,0.097439095,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.515709628,0.073672807,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,Lepomis macrochirus,Bluegill sunfish,invertivore,0.0565507,0.00807867,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
