Date,Area,SITENAME,NumofThrowTraps,Avg%PlantCover,AvgPlantHeight ,Avg%PeriphytonCover,AvgPeriphytonVolume,AvgWaterDepth,Comments
2000-12-20,Shark,Shark Slough_Site 23A,3,3,20,7,4000,37,
2000-12-20,Shark,Shark Slough_Site 23A,4,3,16,20,3000,35,
2000-12-20,Shark,Shark Slough_Site 23A,5,5,23,20,2000,37,
2000-12-20,Shark,Shark Slough_Site 23A,6,4,20,5,1000,29,
2000-12-20,Shark,Shark Slough_Site 23A,7,4,13,10,2000,31,
2001-01-23,Shark,Shark Slough_Site 23A,1,2,12,1,200,32,
2001-01-23,Shark,Shark Slough_Site 23A,2,3,20,70,1200,28,
2001-01-23,Shark,Shark Slough_Site 23A,3,5,23,60,1800,25.5,
2001-01-23,Shark,Shark Slough_Site 23A,4,5,22,40,2000,33,
2001-01-23,Shark,Shark Slough_Site 23A,5,3,18.5,35,2200,26,
2001-01-23,Shark,Shark Slough_Site 23A,6,5,24.5,40,800,23,
2001-01-23,Shark,Shark Slough_Site 23A,7,4,22,35,2800,25,
2001-01-23,Shark,Shark Slough_Site 23B,1,5,17,20,200,17.5,
2001-01-23,Shark,Shark Slough_Site 23B,2,5,32,40,1000,18.5,
2001-01-23,Shark,Shark Slough_Site 23B,3,3,14,10,800,18.5,
2001-01-23,Shark,Shark Slough_Site 23B,4,7,28,50,800,23,
2001-01-23,Shark,Shark Slough_Site 23B,5,3,14,5,200,22,
2001-01-23,Shark,Shark Slough_Site 23B,6,3,15,20,400,24,
2001-01-23,Shark,Shark Slough_Site 23B,7,2,11,20,400,22,
2001-01-24,Shark,Shark Slough_Site 23B,1,5,18,25,2000,30,
2001-01-24,Shark,Shark Slough_Site 23B,2,4,20,20,2000,26,
2001-01-24,Shark,Shark Slough_Site 23B,3,3,15,20,2000,29.5,
2001-01-24,Shark,Shark Slough_Site 23B,4,3,11,30,2300,27,
2001-01-24,Shark,Shark Slough_Site 23B,5,4,15,30,3200,34,
2001-01-24,Shark,Shark Slough_Site 23B,6,4,14,25,3100,35,
2001-01-24,Shark,Shark Slough_Site 23B,7,3,12,25,2500,39,
2001-01-25,Shark,Shark Slough_Site 06A,1,5,16,10,2200,39,
2001-01-25,Shark,Shark Slough_Site 06A,2,3,16,10,1800,39,
2001-01-25,Shark,Shark Slough_Site 06A,3,3,19,15,2800,35,
2001-01-25,Shark,Shark Slough_Site 06A,4,3,10,15,400,36.5,
2001-01-25,Shark,Shark Slough_Site 06A,5,3,12,5,1000,37,
2001-01-25,Shark,Shark Slough_Site 06A,6,4,20,10,1600,42,
2001-01-25,Shark,Shark Slough_Site 06A,7,5,24,25,2500,35,
2001-01-25,Shark,Shark Slough_Site 06B,1,2,19,10,1300,38.5,
2001-01-25,Shark,Shark Slough_Site 06B,2,2,25,10,1400,44,
2001-01-25,Shark,Shark Slough_Site 06B,3,3,18,5,600,39,
2001-01-25,Shark,Shark Slough_Site 06B,4,5,19,5,2600,38,
2001-01-25,Shark,Shark Slough_Site 06B,5,2,20,1,2000,40,
2001-01-25,Shark,Shark Slough_Site 06B,6,5,20,10,3600,43,
2001-01-25,Shark,Shark Slough_Site 06B,7,3,19,20,2800,40,
2001-01-25,Shark,Shark Slough_Site 06C,1,1,12,5,3400,34.5,
2001-01-25,Shark,Shark Slough_Site 06C,2,7,12,5,1200,36,
2001-01-25,Shark,Shark Slough_Site 06C,3,5,26,15,1900,33.5,
2001-01-25,Shark,Shark Slough_Site 06C,4,3,11,20,2400,37,
2001-01-25,Shark,Shark Slough_Site 06C,5,3,15,20,1800,40,
2001-01-25,Shark,Shark Slough_Site 06C,6,3,10,25,1300,36,
2001-01-25,Shark,Shark Slough_Site 06C,7,5,13,5,1400,32,
2001-01-26,Shark,Shark Slough_Site 50A,1,3,20,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50A,2,3,20,95,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50A,3,2,33.5,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50A,4,3,26,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50A,5,4,15,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50A,6,5,31,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50A,7,2,26,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,1,4,31,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,2,1,9,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,3,3,20,95,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,4,5,25,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,5,5,28,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,6,10,20,85,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50B,7,5,13,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,1,3,14,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,2,4,20,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,4,10,27,99,0,1,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,5,15,27,80,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,6,5,20,90,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,7,5,19,99,0,0,SITDRY
2001-01-26,Shark,Shark Slough_Site 50C,3,3,29,90,4000,7,
2001-02-01,Shark,Shark Slough_Site 07A,1,10,10,20,1600,28,
2001-02-01,Shark,Shark Slough_Site 07A,2,10,22,0,0,31,
2001-02-01,Shark,Shark Slough_Site 07A,3,10,41,0,50,30,
2001-02-01,Shark,Shark Slough_Site 07A,4,10,43,0,200,30,
2001-02-01,Shark,Shark Slough_Site 07A,5,10,29,0,1300,28,
2001-02-01,Shark,Shark Slough_Site 07A,6,20,27,0,200,30,
2001-02-01,Shark,Shark Slough_Site 07A,7,20,10,5,2000,28,
2001-02-01,Shark,Shark Slough_Site 07B,1,15,49,10,2000,29,
2001-02-01,Shark,Shark Slough_Site 07B,2,10,18,10,2000,32,
2001-02-01,Shark,Shark Slough_Site 07B,3,15,31,20,1800,29,
2001-02-01,Shark,Shark Slough_Site 07B,4,10,30,5,1000,31,
2001-02-01,Shark,Shark Slough_Site 07C,1,15,44,0,200,29,
2001-02-01,Shark,Shark Slough_Site 07C,2,20,42,0,0,28,
2001-02-01,Shark,Shark Slough_Site 07C,3,20,29,0,400,24,
2001-02-01,Shark,Shark Slough_Site 07C,4,10,35,0,0,25,
2001-02-01,Shark,Shark Slough_Site 07C,5,15,34,0,200,27,
2001-02-01,Shark,Shark Slough_Site 07C,6,10,28,0,600,26,
2001-02-01,Shark,Shark Slough_Site 07C,7,10,31,0,200,27,
2001-02-02,Shark,Shark Slough_Site 07B,5,5,29,2,800,21,
2001-02-02,Shark,Shark Slough_Site 07B,6,15,8,5,2600,15,
2001-02-02,Shark,Shark Slough_Site 07B,7,5,16,2,400,25,
2001-02-02,Shark,Shark Slough_Site 08C,1,5,10,5,1000,14,
2001-02-02,Shark,Shark Slough_Site 08C,2,2,8,10,2000,16,
2001-02-02,Shark,Shark Slough_Site 08C,3,15,12,15,3400,14,
2001-02-02,Shark,Shark Slough_Site 08C,4,15,20,20,2800,12,
2001-02-02,Shark,Shark Slough_Site 08C,5,15,23,30,2400,15,
2001-02-02,Shark,Shark Slough_Site 08C,6,15,20,30,3400,10,
2001-02-02,Shark,Shark Slough_Site 08C,7,5,23,50,2800,7,
2001-02-12,Shark,Shark Slough_Site 08A,1,15,40,0,1000,5,SITDRY
2001-02-12,Shark,Shark Slough_Site 08A,2,15,30,5,1000,6,
2001-02-12,Shark,Shark Slough_Site 08A,3,15,10,10,800,6,
2001-02-12,Shark,Shark Slough_Site 08A,4,15,40,10,800,10,
2001-02-12,Shark,Shark Slough_Site 08A,5,10,36,10,1000,13,
2001-02-12,Shark,Shark Slough_Site 08A,6,5,41,5,1000,28,
2001-02-12,Shark,Shark Slough_Site 08A,7,2,38,0,1000,32,
2001-02-12,Shark,Shark Slough_Site 08B,1,10,34,30,3600,41,
2001-02-12,Shark,Shark Slough_Site 08B,2,10,52,20,2400,31,
2001-02-12,Shark,Shark Slough_Site 08B,3,15,42,15,2400,28,
2001-02-12,Shark,Shark Slough_Site 08B,4,15,44,20,2000,27,
2001-02-12,Shark,Shark Slough_Site 08B,5,10,44,20,2400,30,
2001-02-12,Shark,Shark Slough_Site 08B,6,10,46,5,1000,32,
2001-02-12,Shark,Shark Slough_Site 08B,7,10,30,10,2800,26,
2001-02-22,Taylor,Taylor Slough_Site MDA,1,2,48,0,1200,30,
2001-02-22,Taylor,Taylor Slough_Site MDA,2,10,52,0,1200,21,
2001-02-22,Taylor,Taylor Slough_Site MDA,3,20,54,0,1800,22,
2001-02-22,Taylor,Taylor Slough_Site MDA,4,2,42,0,0,27,
2001-02-22,Taylor,Taylor Slough_Site MDA,5,10,50,0,400,23,
2001-02-22,Taylor,Taylor Slough_Site MDA,6,10,53,0,1600,23,
2001-02-22,Taylor,Taylor Slough_Site MDA,7,5,50,0,600,26,
2001-02-22,Taylor,Taylor Slough_Site MDB,1,2,44,5,600,16,
2001-02-22,Taylor,Taylor Slough_Site MDB,2,5,47,5,200,14,
2001-02-22,Taylor,Taylor Slough_Site MDB,3,3,40,5,200,18,
2001-02-22,Taylor,Taylor Slough_Site MDB,4,5,47,5,300,21,
2001-02-22,Taylor,Taylor Slough_Site MDB,5,50,30,0,4000,18,
2001-02-22,Taylor,Taylor Slough_Site MDB,6,10,78,5,2000,17,
2001-02-22,Taylor,Taylor Slough_Site MDB,7,10,56,0,300,20,
2001-02-22,Taylor,Taylor Slough_Site MDC,1,10,25,5,1200,21,
2001-02-22,Taylor,Taylor Slough_Site MDC,2,20,57,10,2000,13,
2001-02-22,Taylor,Taylor Slough_Site MDC,3,10,46,0,300,19,
2001-02-22,Taylor,Taylor Slough_Site MDC,4,5,55,0,500,15,
2001-02-22,Taylor,Taylor Slough_Site MDC,5,5,42,5,800,18,
2001-02-22,Taylor,Taylor Slough_Site MDC,6,5,43,0,400,22,
2001-02-22,Taylor,Taylor Slough_Site MDC,7,5,51,5,500,17,
2001-02-23,Taylor,Taylor Slough_Site CPA,1,3,15,80,10000,22,
2001-02-23,Taylor,Taylor Slough_Site CPA,2,2,16,70,8000,29,
2001-02-23,Taylor,Taylor Slough_Site CPA,3,10,22,40,1600,28,
2001-02-23,Taylor,Taylor Slough_Site CPA,4,10,21,60,2400,29,
2001-02-23,Taylor,Taylor Slough_Site CPA,5,5,17,75,6000,24,
2001-02-23,Taylor,Taylor Slough_Site CPA,6,5,20,20,2600,31,
2001-02-23,Taylor,Taylor Slough_Site CPA,7,5,21,50,2600,30,
2001-02-23,Taylor,Taylor Slough_Site TSA,1,10,31,25,1800,17,
2001-02-23,Taylor,Taylor Slough_Site TSA,2,10,28,50,1800,18,
2001-02-23,Taylor,Taylor Slough_Site TSA,3,10,21,80,2000,19,
2001-02-23,Taylor,Taylor Slough_Site TSA,4,10,26,80,2000,13,
2001-02-23,Taylor,Taylor Slough_Site TSA,5,10,17,80,2000,18,
2001-02-23,Taylor,Taylor Slough_Site TSA,6,10,20,70,2000,18,
2001-02-23,Taylor,Taylor Slough_Site TSA,7,10,28,60,1800,18,
2001-03-02,Taylor,Taylor Slough_Site CPB,1,3,34,5,1000,27,
2001-03-02,Taylor,Taylor Slough_Site CPB,2,5,41,10,600,27,
2001-03-02,Taylor,Taylor Slough_Site CPB,3,5,33,50,800,25,
2001-03-02,Taylor,Taylor Slough_Site CPB,4,5,35,70,1600,25,
2001-03-02,Taylor,Taylor Slough_Site CPB,5,5,26,60,1600,27,
2001-03-02,Taylor,Taylor Slough_Site CPB,6,3,39,50,2000,27,
2001-03-02,Taylor,Taylor Slough_Site CPB,7,5,30,50,2200,27,
2001-03-02,Taylor,Taylor Slough_Site CPC,1,5,32,80,5000,19,
2001-03-02,Taylor,Taylor Slough_Site CPC,2,5,36,80,6000,20,
2001-03-02,Taylor,Taylor Slough_Site CPC,3,5,31,70,4500,22,
2001-03-02,Taylor,Taylor Slough_Site CPC,4,5,39,80,5600,24,
2001-03-02,Taylor,Taylor Slough_Site CPC,5,10,39,70,5000,17,
2001-03-02,Taylor,Taylor Slough_Site CPC,6,10,52,80,6600,17,
2001-03-02,Taylor,Taylor Slough_Site CPC,7,10,31,80,5000,20,
2001-03-02,Taylor,Taylor Slough_Site TSB,4,15,19,80,2000,0,SITDRY
2001-03-02,Taylor,Taylor Slough_Site TSB,5,10,13,50,2200,0,SITDRY
2001-03-02,Taylor,Taylor Slough_Site TSB,1,10,25,5,600,20,
2001-03-02,Taylor,Taylor Slough_Site TSB,2,5,12,50,1000,15,
2001-03-02,Taylor,Taylor Slough_Site TSB,3,10,16,75,2000,8,
2001-03-02,Taylor,Taylor Slough_Site TSB,6,5,15,80,1500,9,
2001-03-02,Taylor,Taylor Slough_Site TSB,7,5,18,40,800,16,
2001-03-02,Taylor,Taylor Slough_Site TSC,3,80,25,20,1000,0,SITDRY
2001-03-02,Taylor,Taylor Slough_Site TSC,1,20,25,30,1200,19,
2001-03-02,Taylor,Taylor Slough_Site TSC,2,15,33,10,800,19,
2001-03-02,Taylor,Taylor Slough_Site TSC,4,15,12,80,2000,10,
2001-03-02,Taylor,Taylor Slough_Site TSC,5,15,22,20,2000,17,
2001-03-02,Taylor,Taylor Slough_Site TSC,6,15,18,40,1600,13,
2001-03-02,Taylor,Taylor Slough_Site TSC,7,15,21,50,1600,16,
2001-04-02,Shark,Shark Slough_Site 06A,1,3,16,1,50,25,
2001-04-02,Shark,Shark Slough_Site 06A,2,3,23,1,50,29,
2001-04-02,Shark,Shark Slough_Site 06A,3,5,20,1,50,21,
2001-04-02,Shark,Shark Slough_Site 06A,4,10,25,3,150,16,
2001-04-02,Shark,Shark Slough_Site 06A,5,5,19,1,50,21,
2001-04-02,Shark,Shark Slough_Site 06A,6,5,18,1,50,23,
2001-04-02,Shark,Shark Slough_Site 06A,7,4,17,1,25,27,
2001-04-02,Shark,Shark Slough_Site 06B,1,10,15,1,100,30,
2001-04-02,Shark,Shark Slough_Site 06B,2,10,12,1,100,22,
2001-04-02,Shark,Shark Slough_Site 06B,3,15,13,1,100,26,
2001-04-02,Shark,Shark Slough_Site 06B,4,3,14,0,50,31,
2001-04-02,Shark,Shark Slough_Site 06B,5,15,18,1,50,31,
2001-04-02,Shark,Shark Slough_Site 06B,6,15,19,1,50,24,
2001-04-02,Shark,Shark Slough_Site 06B,7,10,11,1,100,30,
2001-04-03,Shark,Shark Slough_Site 06C,1,5,12,2,100,21,
2001-04-03,Shark,Shark Slough_Site 06C,2,3,11,1,100,22,
2001-04-03,Shark,Shark Slough_Site 06C,3,10,14,1,25,23,
2001-04-03,Shark,Shark Slough_Site 06C,4,5,16,1,25,20,
2001-04-03,Shark,Shark Slough_Site 06C,5,10,11,2,100,21,
2001-04-03,Shark,Shark Slough_Site 06C,6,10,11,2,100,20,
2001-04-03,Shark,Shark Slough_Site 06C,7,10,16,3,200,33,
2001-04-03,Shark,Shark Slough_Site 23A,1,10,25,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23A,2,5,27,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23A,3,7,23,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23A,4,5,21,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23A,5,7,18,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23A,6,5,14,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23A,7,10,17,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,1,5,14,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,2,5,14,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,3,10,19,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,4,7,25,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,5,5,17,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,6,7,18,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,7,7,23,0,0,0,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,5,4,14,40,100,5,SITDRY
2001-04-03,Shark,Shark Slough_Site 23B,1,5,16,99,500,12,
2001-04-03,Shark,Shark Slough_Site 23B,2,5,16,80,300,10,
2001-04-03,Shark,Shark Slough_Site 23B,3,5,22,75,300,10,
2001-04-03,Shark,Shark Slough_Site 23B,4,3,19,99,500,11,
2001-04-03,Shark,Shark Slough_Site 23B,6,4,12,25,50,8,
2001-04-03,Shark,Shark Slough_Site 23B,7,5,20,25,50,8,
2001-04-06,Shark,Shark Slough_Site 50A,1,2,15,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50A,2,5,50,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50A,3,3,30,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50A,4,3,24,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50A,5,3,25,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50A,6,3,26,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50A,7,3,36,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,1,4,32,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,2,2,20,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,3,3,27,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,4,2,24,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,5,10,60,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,6,2,21,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50B,7,1,19,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,1,2,20,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,2,5,24,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,3,10,52,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,4,5,26,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,5,7,50,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,6,3,28,0,0,0,SITDRY
2001-04-06,Shark,Shark Slough_Site 50C,7,4,29,0,0,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,1,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,2,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,3,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,4,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,5,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,7,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Shark,Shark Slough_Site 07A,6,2,26,0,0,13,
2001-04-13,Taylor,Taylor Slough_Site CPA,3,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPA,4,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPA,5,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPA,1,5,43,0,200,13,
2001-04-13,Taylor,Taylor Slough_Site CPA,2,3,42,0,0,17,
2001-04-13,Taylor,Taylor Slough_Site CPA,6,5,40,80,2000,7,
2001-04-13,Taylor,Taylor Slough_Site CPA,7,10,40,0,0,6,
2001-04-13,Taylor,Taylor Slough_Site CPB,3,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPB,4,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPB,5,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPB,7,-9999,-9999,-9999,-9999,0,SITDRY
2001-04-13,Taylor,Taylor Slough_Site CPB,1,5,61,0,0,9,
2001-04-13,Taylor,Taylor Slough_Site CPB,2,5,48,0,100,7,
2001-04-13,Taylor,Taylor Slough_Site CPB,6,5,51,0,0,13,
2001-04-16,Shark,Shark Slough_Site 08B,5,20,38,10,1000,0,SITDRY
2001-04-16,Shark,Shark Slough_Site 08B,1,10,36,60,1400,13,
2001-04-16,Shark,Shark Slough_Site 08B,2,10,36,40,1200,10,
2001-04-16,Shark,Shark Slough_Site 08B,3,10,31,10,800,5,
2001-04-16,Shark,Shark Slough_Site 08B,4,10,33,10,800,6,
2001-04-16,Shark,Shark Slough_Site 08B,6,10,33,20,0,6,
2001-04-16,Shark,Shark Slough_Site 08B,7,15,36,20,1200,10,
2001-07-17,Shark,Shark Slough_Site 07A,1,10,20,0,300,23,
2001-07-17,Shark,Shark Slough_Site 07A,2,5,12,0,50,26,
2001-07-17,Shark,Shark Slough_Site 07A,3,10,20,0,0,25,
2001-07-17,Shark,Shark Slough_Site 07A,4,15,38,0,0,26,
2001-07-17,Shark,Shark Slough_Site 07A,5,10,30,0,20,25,
2001-07-17,Shark,Shark Slough_Site 07A,6,5,12,0,10,27,
2001-07-17,Shark,Shark Slough_Site 07A,7,5,16,0,0,24,
2001-07-17,Shark,Shark Slough_Site 07C,1,10,40,0,10,24,
2001-07-17,Shark,Shark Slough_Site 07C,2,10,41,0,10,24,
2001-07-17,Shark,Shark Slough_Site 07C,3,15,36,0,0,23,
2001-07-17,Shark,Shark Slough_Site 07C,4,20,55,0,0,24,
2001-07-17,Shark,Shark Slough_Site 07C,5,15,55,0,0,25,
2001-07-17,Shark,Shark Slough_Site 07C,6,15,54,0,0,24,
2001-07-17,Shark,Shark Slough_Site 07C,7,15,51,0,0,23,
2001-07-18,Shark,Shark Slough_Site 07B,1,15,30,0,10,20,
2001-07-18,Shark,Shark Slough_Site 07B,2,15,41,0,0,20,
2001-07-18,Shark,Shark Slough_Site 07B,3,15,42,0,0,24,
2001-07-18,Shark,Shark Slough_Site 07B,4,15,55,0,0,22,
2001-07-18,Shark,Shark Slough_Site 07B,5,15,53,0,0,20,
2001-07-18,Shark,Shark Slough_Site 08C,1,5,15,80,2000,14,
2001-07-18,Shark,Shark Slough_Site 08C,2,5,25,75,1500,14,
2001-07-18,Shark,Shark Slough_Site 08C,3,5,28,60,1000,17,
2001-07-18,Shark,Shark Slough_Site 08C,4,3,23,80,2000,13,
2001-07-18,Shark,Shark Slough_Site 08C,5,10,24,70,1400,13,
2001-07-18,Shark,Shark Slough_Site 08C,6,5,22,60,1000,12,
2001-07-18,Shark,Shark Slough_Site 08C,7,5,24,70,1000,11,
2001-07-19,Shark,Shark Slough_Site 07B,6,10,45,0,0,20,
2001-07-19,Shark,Shark Slough_Site 07B,7,5,31,0,0,21,
2001-07-19,Shark,Shark Slough_Site 08A,1,3,30,80,1200,18,
2001-07-19,Shark,Shark Slough_Site 08A,2,3,24,80,800,18,
2001-07-19,Shark,Shark Slough_Site 08A,3,3,30,80,1200,21,
2001-07-19,Shark,Shark Slough_Site 08A,4,3,25,80,1000,23,
2001-07-19,Shark,Shark Slough_Site 08A,5,5,27,60,800,15,
2001-07-19,Shark,Shark Slough_Site 08A,6,3,24,60,1000,15,
2001-07-19,Shark,Shark Slough_Site 08A,7,3,36,60,800,16,
2001-07-19,Shark,Shark Slough_Site 08B,1,3,18,90,1500,16,
2001-07-19,Shark,Shark Slough_Site 08B,2,3,28,80,1000,19,
2001-07-20,Shark,Shark Slough_Site 08B,3,5,23,70,800,20,
2001-07-20,Shark,Shark Slough_Site 08B,4,5,24,80,1200,20,
2001-07-20,Shark,Shark Slough_Site 08B,5,5,27,80,1200,18,
2001-07-20,Shark,Shark Slough_Site 08B,6,5,29,75,1000,19,
2001-07-20,Shark,Shark Slough_Site 08B,7,5,24,70,800,21,
2001-07-20,Shark,Shark Slough_Site 37A,1,20,26,0,0,19,
2001-07-20,Shark,Shark Slough_Site 37A,2,10,23,0,0,28,
2001-07-20,Shark,Shark Slough_Site 37A,3,5,22,0,0,26,
2001-07-20,Shark,Shark Slough_Site 37A,4,50,63,0,0,17,
2001-07-20,Shark,Shark Slough_Site 37A,5,20,20,0,0,21,
2001-07-20,Shark,Shark Slough_Site 37A,6,2,35,0,0,28,
2001-07-20,Shark,Shark Slough_Site 37A,7,5,25,0,0,27,
2001-07-24,Shark,Shark Slough_Site 23A,1,10,15,1,1,16,
2001-07-24,Shark,Shark Slough_Site 23A,2,10,25,1,1,19,
2001-07-24,Shark,Shark Slough_Site 23A,3,10,17,1,1,17,
2001-07-24,Shark,Shark Slough_Site 23A,4,15,17,1,1,12,
2001-07-24,Shark,Shark Slough_Site 23A,5,10,27,1,1,15,
2001-07-24,Shark,Shark Slough_Site 23A,6,10,18,1,1,28,
2001-07-24,Shark,Shark Slough_Site 23A,7,10,22,1,1,20,
2001-07-24,Shark,Shark Slough_Site 23B,1,10,25,1,1,12,
2001-07-24,Shark,Shark Slough_Site 23B,2,10,21,1,1,21,
2001-07-24,Shark,Shark Slough_Site 23B,3,7,19,1,1,18,
2001-07-24,Shark,Shark Slough_Site 23B,4,5,15,1,1,21,
2001-07-24,Shark,Shark Slough_Site 23B,5,15,35,1,1,17,
2001-07-24,Shark,Shark Slough_Site 23B,6,10,23,1,1,20,
2001-07-24,Shark,Shark Slough_Site 23B,7,10,23,1,1,23,
2001-07-24,Shark,Shark Slough_Site 23B,1,15,20,2,2,28,
2001-07-24,Shark,Shark Slough_Site 23B,2,10,24,1,1,32,
2001-07-24,Shark,Shark Slough_Site 23B,3,5,13,1,1,20,
2001-07-24,Shark,Shark Slough_Site 23B,4,10,17,1,1,24,
2001-07-24,Shark,Shark Slough_Site 23B,5,10,22,1,1,22,
2001-07-24,Shark,Shark Slough_Site 23B,6,10,20,1,1,31,
2001-07-24,Shark,Shark Slough_Site 23B,7,15,18,1,1,32,
2001-07-25,Shark,Shark Slough_Site 06A,1,10,20,1,1,40,
2001-07-25,Shark,Shark Slough_Site 06A,2,7,21,1,1,44,
2001-07-25,Shark,Shark Slough_Site 06A,3,7,14,1,1,36,
2001-07-25,Shark,Shark Slough_Site 06A,4,7,24,1,1,36,
2001-07-25,Shark,Shark Slough_Site 06A,5,7,20,1,1,35,
2001-07-25,Shark,Shark Slough_Site 06A,6,15,45,1,1,30,
2001-07-25,Shark,Shark Slough_Site 06A,7,5,26,1,1,37,
2001-07-25,Shark,Shark Slough_Site 06C,1,10,15,2,2,38,
2001-07-25,Shark,Shark Slough_Site 06C,2,15,26,1,1,35,
2001-07-25,Shark,Shark Slough_Site 06C,3,15,20,1,1,30,
2001-07-25,Shark,Shark Slough_Site 06C,4,10,18,1,1,38,
2001-07-25,Shark,Shark Slough_Site 06C,5,15,24,1,1,38,
2001-07-25,Shark,Shark Slough_Site 06C,6,5,17,1,1,41,
2001-07-25,Shark,Shark Slough_Site 06C,7,10,20,1,1,35,
2001-07-26,Shark,Shark Slough_Site 06B,1,20,15,1,1,34,
2001-07-26,Shark,Shark Slough_Site 06B,2,20,18,1,1,33,
2001-07-26,Shark,Shark Slough_Site 06B,3,25,23,1,1,31,
2001-07-26,Shark,Shark Slough_Site 06B,4,5,16,1,1,40,
2001-07-26,Shark,Shark Slough_Site 06B,5,7,15,1,1,38,
2001-07-26,Shark,Shark Slough_Site 06B,6,25,17,1,1,31,
