"","Month","Year","Area","SpeciesName","TotalSpeciesWeight","SpeciesBiomass"
"728","April",1999,"Taylor","Heterandria formosa",0.7275883925,0.1196269075
"729","December",1999,"Taylor","Heterandria formosa",0.0289422657142857,0.00413461
"730","February",1999,"Taylor","Heterandria formosa",0.531045783076923,0.0758636830769231
"731","July",1999,"Taylor","Heterandria formosa",0.00912585,0.00130369
"732","October",1999,"Taylor","Heterandria formosa",0.009029935,0.00128999
"733","April",2000,"Taylor","Heterandria formosa",0.0318891,0.004621415
"734","December",2000,"Taylor","Heterandria formosa",0.103155309166667,0.0147364716666667
"735","February",2000,"Taylor","Heterandria formosa",0.02233984,0.00319140571428571
"736","July",2000,"Taylor","Heterandria formosa",0.0833031071428571,0.0119004442857143
"737","October",2000,"Taylor","Heterandria formosa",0.0926743881818182,0.0132391990909091
"738","April",2001,"Taylor","Heterandria formosa",0.060013405,0.017522355
"739","December",2001,"Taylor","Heterandria formosa",0.041192154,0.005884594
"740","February",2001,"Taylor","Heterandria formosa",0.1801573325,0.02573676125
"741","July",2001,"Taylor","Heterandria formosa",0.01468158,0.00209737
"742","September",2001,"Taylor","Heterandria formosa",0.01895456,0.002707795
"743","April",2002,"Taylor","Heterandria formosa",0.0605116133333333,0.00864451666666667
"744","February",2002,"Taylor","Heterandria formosa",0.0767994925,0.010971355
"745","April",2003,"Taylor","Heterandria formosa",0.0080422,0.00160844
"746","December",2003,"Taylor","Heterandria formosa",0.0684908357142857,0.00978440428571429
"747","February",2003,"Taylor","Heterandria formosa",0.00535209,0.00107042
"748","July",2003,"Taylor","Heterandria formosa",0.00491496,0.000702136666666667
"749","October",2003,"Taylor","Heterandria formosa",0.0389423755555556,0.00556319555555556
"750","April",2004,"Taylor","Heterandria formosa",0.173290665714286,0.0346581328571429
"751","February",2004,"Taylor","Heterandria formosa",0.050288122,0.010057624
"752","April",1996,"Shark","Jordanella floridae",0.41363509375,0.0590907275
"753","December",1996,"Shark","Jordanella floridae",0.377788858888889,0.0539698377777778
"754","February",1996,"Shark","Jordanella floridae",0.446455007777778,0.0637792866666667
"755","July",1996,"Shark","Jordanella floridae",0.185576131111111,0.0265108755555556
"756","October",1996,"Shark","Jordanella floridae",1.02645898333333,0.146636997777778
"757","April",1997,"Shark","Jordanella floridae",0.501789668333333,0.0716842383333333
"758","December",1997,"Shark","Jordanella floridae",1.34712230777778,0.192446043333333
"759","February",1997,"Shark","Jordanella floridae",0.890967618888889,0.127281087777778
"760","July",1997,"Shark","Jordanella floridae",0.704391186666667,0.100627311111111
"761","October",1997,"Shark","Jordanella floridae",1.49830628333333,0.214043754444444
"762","April",1998,"Shark","Jordanella floridae",1.00024177777778,0.142891682222222
"763","December",1998,"Shark","Jordanella floridae",0.43300183375,0.06185740375
"764","February",1998,"Shark","Jordanella floridae",1.43715139111111,0.20530734
"765","July",1998,"Shark","Jordanella floridae",0.479789615555556,0.0685413733333333
"766","October",1998,"Shark","Jordanella floridae",0.435232097777778,0.0621760144444444
"767","April",1999,"Shark","Jordanella floridae",0.774572065714286,0.120279782857143
"768","December",1999,"Shark","Jordanella floridae",0.512189432222222,0.0731699177777778
"769","February",1999,"Shark","Jordanella floridae",0.669837103333333,0.0956910155555556
"770","July",1999,"Shark","Jordanella floridae",0.326984295,0.04671204125
"771","October",1999,"Shark","Jordanella floridae",0.67101922,0.0958598888888889
"772","April",2000,"Shark","Jordanella floridae",1.06001489833333,0.151430701666667
"773","December",2000,"Shark","Jordanella floridae",1.55133788,0.221619697777778
"774","February",2000,"Shark","Jordanella floridae",0.732491865,0.10464169375
"775","July",2000,"Shark","Jordanella floridae",0.37977146,0.0542530666666667
"776","October",2000,"Shark","Jordanella floridae",1.39646907444444,0.199495583333333
"777","December",2001,"Shark","Jordanella floridae",1.83962823666667,0.262804034444444
"778","February",2001,"Shark","Jordanella floridae",2.67658551666667,0.38236936
"779","July",2001,"Shark","Jordanella floridae",0.119091507777778,0.0170130733333333
"780","September",2001,"Shark","Jordanella floridae",2.96142368555556,0.423060525555556
"781","April",2002,"Shark","Jordanella floridae",6.30875306375,0.9012504375
"782","December",2002,"Shark","Jordanella floridae",1.44986705962963,0.207123865185185
"783","July",2002,"Shark","Jordanella floridae",0.723832328888889,0.103404617777778
"784","October",2002,"Shark","Jordanella floridae",1.07480609941176,0.153543728235294
"785","April",2003,"Shark","Jordanella floridae",0.900168066923077,0.129261821538462
"786","December",2003,"Shark","Jordanella floridae",0.214819512307692,0.0306885015384615
"787","February",2003,"Shark","Jordanella floridae",0.421308036923077,0.0650553115384615
"788","July",2003,"Shark","Jordanella floridae",0.3829157725,0.0547022541666667
"789","October",2003,"Shark","Jordanella floridae",0.40027313,0.0571818761538462
"790","April",2004,"Shark","Jordanella floridae",0.08150335,0.0116433366666667
"791","February",2004,"Shark","Jordanella floridae",0.246499885,0.035214269
"792","July",2004,"Shark","Jordanella floridae",0.21283187,0.033211696
"793","October",2004,"Shark","Jordanella floridae",0.543297217142857,0.0776138878571429
"794","April",2005,"Shark","Jordanella floridae",0.11460494,0.0229209866666667
"795","February",2005,"Shark","Jordanella floridae",0.463308357272727,0.06618691
"796","December",1996,"Taylor","Jordanella floridae",0.563724730769231,0.0805321046153846
"797","July",1996,"Taylor","Jordanella floridae",0.279646913846154,0.03994956
"798","May",1996,"Taylor","Jordanella floridae",0.1968319,0.02811884
"799","October",1996,"Taylor","Jordanella floridae",0.269575939090909,0.0385108481818182
"800","April",1997,"Taylor","Jordanella floridae",0.637201641111111,0.0910288066666667
"801","December",1997,"Taylor","Jordanella floridae",1.06151133307692,0.153432876153846
"802","February",1997,"Taylor","Jordanella floridae",0.565902185454546,0.0808431672727273
"803","July",1997,"Taylor","Jordanella floridae",0.943391014615385,0.13517056
"804","October",1997,"Taylor","Jordanella floridae",1.26877054307692,0.181252936153846
"805","April",1998,"Taylor","Jordanella floridae",0.669130247692308,0.09655295
"806","December",1998,"Taylor","Jordanella floridae",0.662807641538462,0.0946868069230769
"807","February",1998,"Taylor","Jordanella floridae",0.615362440769231,0.0881743684615385
"808","July",1998,"Taylor","Jordanella floridae",0.30587718,0.0440922615384615
"809","October",1998,"Taylor","Jordanella floridae",0.414033507692308,0.0591476438461538
"810","April",1999,"Taylor","Jordanella floridae",1.0444510325,0.1874640775
"811","December",1999,"Taylor","Jordanella floridae",0.369705027,0.052815004
"812","February",1999,"Taylor","Jordanella floridae",0.607584485384615,0.0867977838461538
"813","July",1999,"Taylor","Jordanella floridae",1.45786592307692,0.208266560769231
"814","October",1999,"Taylor","Jordanella floridae",0.21811114,0.031158733
"815","April",2000,"Taylor","Jordanella floridae",0.294652043333333,0.0420931483333333
"816","December",2000,"Taylor","Jordanella floridae",0.708551003846154,0.101221571538462
"817","February",2000,"Taylor","Jordanella floridae",0.442367624615385,0.0631953753846154
"818","July",2000,"Taylor","Jordanella floridae",0.725918485384615,0.103702640769231
"819","October",2000,"Taylor","Jordanella floridae",0.998358518461538,0.142622644615385
"820","April",2001,"Taylor","Jordanella floridae",0.675399125,0.21753151
"821","December",2001,"Taylor","Jordanella floridae",0.765153206923077,0.109307600769231
"822","February",2001,"Taylor","Jordanella floridae",2.1178048825,0.302543555
"823","July",2001,"Taylor","Jordanella floridae",0.442952533076923,0.0632789338461539
"824","September",2001,"Taylor","Jordanella floridae",0.945131929230769,0.135018846153846
"825","April",2002,"Taylor","Jordanella floridae",2.19255021833333,0.313221461666667
"826","December",2002,"Taylor","Jordanella floridae",0.21583534625,0.03083361875
"827","February",2002,"Taylor","Jordanella floridae",1.43525414222222,0.205036306666667
"828","July",2002,"Taylor","Jordanella floridae",0.135814879230769,0.0194021261538462
"829","October",2002,"Taylor","Jordanella floridae",0.334285305,0.047755044
"830","April",2003,"Taylor","Jordanella floridae",0.318103605,0.06362072
"831","December",2003,"Taylor","Jordanella floridae",0.135248385454545,0.0193211972727273
"832","February",2003,"Taylor","Jordanella floridae",0.18023394375,0.0360467875
"833","July",2003,"Taylor","Jordanella floridae",0.143305913333333,0.0204722733333333
"834","October",2003,"Taylor","Jordanella floridae",0.119057908888889,0.0170082733333333
"835","April",2004,"Taylor","Jordanella floridae",0.641031835,0.1282063675
"836","December",2004,"Taylor","Jordanella floridae",0.380260665833333,0.0543229525
"837","February",2004,"Taylor","Jordanella floridae",0.1068415975,0.0213683175
"838","October",2004,"Taylor","Jordanella floridae",0.378235543076923,0.0540336492307692
"839","April",2005,"Taylor","Jordanella floridae",0.123462336666667,0.0246924666666667
"840","April ",2005,"Taylor","Jordanella floridae",0.07509249,0.0150185
"841","February",2005,"Taylor","Jordanella floridae",0.237121417777778,0.0474242833333333
"842","February",2000,"Shark","Labidesthes sicculus",0.07527938,0.0107542
"843","July",2003,"Shark","Labidesthes sicculus",0.04086549,0.00583793
"844","July",1996,"Taylor","Labidesthes sicculus",0.04911784,0.00701683
"845","October",1996,"Taylor","Labidesthes sicculus",0.03166455,0.00452351
"846","October",1997,"Taylor","Labidesthes sicculus",0.08241547,0.01177364
"847","April",1998,"Taylor","Labidesthes sicculus",0.05134317,0.00855719
"848","July",1999,"Taylor","Labidesthes sicculus",0.04121594,0.00588799
"849","December",2002,"Taylor","Labidesthes sicculus",0.01587935,0.00226848
"850","December",2003,"Taylor","Labidesthes sicculus",0.140846355,0.02012091
"851","July",2003,"Taylor","Labidesthes sicculus",0.009911486,0.001415926
"852","October",2003,"Taylor","Labidesthes sicculus",0.13538907,0.019341295
"853","December",2004,"Taylor","Labidesthes sicculus",0.1478898,0.02112711
"854","February",2004,"Taylor","Labidesthes sicculus",0.02546975,0.00509395
"855","April",1996,"Shark","Lepisosteus platyrhinchus",51.22258258,7.3175118
"856","July",2000,"Shark","Lepisosteus platyrhinchus",0.055767155,0.007966735
"857","December",2001,"Shark","Lepisosteus platyrhinchus",142.9288076,20.41840108
"858","July",2001,"Shark","Lepisosteus platyrhinchus",0.0150175,0.00214536
"859","July",2000,"Taylor","Lepisosteus platyrhinchus",0.06272842,0.0089612
"860","December",2001,"Taylor","Lepisosteus platyrhinchus",2.94219123,0.42031303
"861","February",2002,"Taylor","Lepisosteus platyrhinchus",4.39540293,0.6279147
"862","February",1997,"Shark","Lepomis gulosus",1.93852928,0.276932755
"863","July",1997,"Shark","Lepomis gulosus",0.46229354,0.06604193
"864","October",1997,"Shark","Lepomis gulosus",6.14060128,0.87722875
"865","April",1999,"Shark","Lepomis gulosus",7.947204,1.13531486
"866","February",1999,"Shark","Lepomis gulosus",0.57982029,0.08283147
"867","July",1999,"Shark","Lepomis gulosus",0.15655089,0.02236441
"868","October",2000,"Shark","Lepomis gulosus",0.20350134,0.02907162
"869","September",2001,"Shark","Lepomis gulosus",0.46404557,0.06629222
"870","December",2002,"Shark","Lepomis gulosus",16.88042449,2.41148921
"871","October",2002,"Shark","Lepomis gulosus",1.13384843,0.161978343333333
"872","April",2003,"Shark","Lepomis gulosus",0.67333863,0.09619123
"873","February",2003,"Shark","Lepomis gulosus",0.43723075,0.06246154
"874","July",2003,"Shark","Lepomis gulosus",1.73295154,0.247564505
"875","October",2003,"Shark","Lepomis gulosus",1.66118876,0.23731268
"876","April",2004,"Shark","Lepomis gulosus",1.35672191333333,0.193817416666667
"877","February",2004,"Shark","Lepomis gulosus",0.27739347,0.03962764
"878","October",2004,"Shark","Lepomis gulosus",1.14818318,0.164026165
"879","April",2005,"Shark","Lepomis gulosus",0.45429294,0.09085859
"880","February",2005,"Shark","Lepomis gulosus",1.68783904,0.241119865
"881","July",1996,"Taylor","Lepomis gulosus",0.26266382,0.0375234
"882","October",1996,"Taylor","Lepomis gulosus",0.17481682,0.02497383
"883","December",1997,"Taylor","Lepomis gulosus",0.03181849,0.0045455
"884","July",1997,"Taylor","Lepomis gulosus",0.10521357,0.01503051
"885","April",1998,"Taylor","Lepomis gulosus",8.47899337,1.21128477
"886","December",2000,"Taylor","Lepomis gulosus",0.569857675,0.08140824
"887","October",2000,"Taylor","Lepomis gulosus",0.36410804,0.05201543
"888","April",2002,"Taylor","Lepomis gulosus",0.71365058,0.10195008
"889","October",2002,"Taylor","Lepomis gulosus",0.214223765,0.030603395
"890","April",2003,"Taylor","Lepomis gulosus",0.82492103,0.16498421
"891","December",2003,"Taylor","Lepomis gulosus",1.04259106,0.14894158
"892","February",2003,"Taylor","Lepomis gulosus",0.10737156,0.02147431
"893","July",2003,"Taylor","Lepomis gulosus",0.28534375,0.04076339
"894","October",2003,"Taylor","Lepomis gulosus",0.05447244,0.00778178
"895","February",2004,"Taylor","Lepomis gulosus",13.04098312,2.60819662
"896","December",1998,"Shark","Lepomis macrochirus",0.33154824,0.0473640366666667
"897","July",1998,"Shark","Lepomis macrochirus",0.159781785,0.02282597
"898","October",1998,"Shark","Lepomis macrochirus",0.742766018,0.106109432
"899","February",1999,"Shark","Lepomis macrochirus",1.32465704,0.18923672
"900","February",2000,"Shark","Lepomis macrochirus",0.05679233,0.00811319
"901","September",2001,"Shark","Lepomis macrochirus",0.07303804,0.01043401
"902","October",2002,"Shark","Lepomis macrochirus",0.01669811,0.00238544
"903","December",1997,"Taylor","Lepomis macrochirus",0.0592448333333333,0.00846354666666667
"904","February",1997,"Taylor","Lepomis macrochirus",0.02690936,0.00384419
"905","October",1997,"Taylor","Lepomis macrochirus",0.14339804,0.02048543
"906","April",1998,"Taylor","Lepomis macrochirus",0.23475888,0.03353698
"907","December",1998,"Taylor","Lepomis macrochirus",0.465747145,0.066535305
"908","July",1998,"Taylor","Lepomis macrochirus",0.05370691,0.00767242
"909","October",1998,"Taylor","Lepomis macrochirus",0.7314573,0.1044939
"910","February",1999,"Taylor","Lepomis macrochirus",4.54462954333333,0.649232793333333
"911","July",1999,"Taylor","Lepomis macrochirus",0.05531082,0.00790155
"912","December",2000,"Taylor","Lepomis macrochirus",0.08903931,0.0127199
"913","February",2001,"Taylor","Lepomis macrochirus",0.0565507,0.00807867
"914","October",2002,"Taylor","Lepomis macrochirus",1.4775965,0.21108521
"915","April",2004,"Taylor","Lepomis macrochirus",0.10790899,0.0215818
"916","December",1997,"Shark","Lepomis marginatus",0.36154448,0.05164921
"917","February",1998,"Shark","Lepomis marginatus",0.285860605,0.04083723
"918","July",1998,"Shark","Lepomis marginatus",0.07581833,0.01083119
"919","April",1999,"Shark","Lepomis marginatus",0.67563077,0.11260513
"920","December",1999,"Shark","Lepomis marginatus",5.15710568,0.73672938
"921","July",2000,"Shark","Lepomis marginatus",0.69704327,0.09957761
"922","December",2001,"Shark","Lepomis marginatus",0.496926415,0.070989485
"923","April",2002,"Shark","Lepomis marginatus",0.13868428,0.01981204
"924","December",2002,"Shark","Lepomis marginatus",0.454517338333333,0.06493105
"925","July",2002,"Shark","Lepomis marginatus",0.066276325,0.009468045
"926","October",2002,"Shark","Lepomis marginatus",0.356728881428571,0.0509612714285714
"927","April",2003,"Shark","Lepomis marginatus",0.09860466,0.01408638
"928","December",2003,"Shark","Lepomis marginatus",0.587498218,0.083928318
"929","February",2003,"Shark","Lepomis marginatus",0.323590218,0.046227174
"930","July",2003,"Shark","Lepomis marginatus",0.42965296,0.061378995
"931","October",2003,"Shark","Lepomis marginatus",0.383018414,0.054716916
"932","April",2004,"Shark","Lepomis marginatus",0.677446595,0.096778085
"933","February",2004,"Shark","Lepomis marginatus",1.03312912333333,0.147589876666667
"934","July",2004,"Shark","Lepomis marginatus",0.501326445,0.07161806
"935","October",2004,"Shark","Lepomis marginatus",0.3286865275,0.04695522
"936","April",2005,"Shark","Lepomis marginatus",0.30505494,0.06101099
"937","February",2005,"Shark","Lepomis marginatus",0.887556479,0.126793783
"938","July",1996,"Taylor","Lepomis marginatus",0.58095277,0.08299325
"939","October",1996,"Taylor","Lepomis marginatus",0.12095897,0.01727985
"940","April",1997,"Taylor","Lepomis marginatus",0.277424856666667,0.0396321233333333
"941","December",1997,"Taylor","Lepomis marginatus",0.138566705,0.02149479
"942","February",1997,"Taylor","Lepomis marginatus",0.06277241,0.00896749
"943","July",1997,"Taylor","Lepomis marginatus",0.45250421,0.06464346
"944","October",1997,"Taylor","Lepomis marginatus",0.1388163575,0.01983091
"945","April",1998,"Taylor","Lepomis marginatus",0.21607191,0.03086742
"946","July",1998,"Taylor","Lepomis marginatus",0.657157755,0.093879675
"947","April",1999,"Taylor","Lepomis marginatus",0.81125086,0.11589298
"948","December",1999,"Taylor","Lepomis marginatus",0.24823118,0.0354616
"949","October",1999,"Taylor","Lepomis marginatus",0.104851565,0.014978795
"950","February",2000,"Taylor","Lepomis marginatus",0.197943893333333,0.0282777
"951","December",2001,"Taylor","Lepomis marginatus",0.45690624,0.06527232
"952","February",2001,"Taylor","Lepomis marginatus",0.12287946,0.01755421
"953","April",2002,"Taylor","Lepomis marginatus",1.45268415,0.20752631
"954","December",2002,"Taylor","Lepomis marginatus",0.02733011,0.0039043
"955","February",2002,"Taylor","Lepomis marginatus",0.12557002,0.017938575
"956","October",2002,"Taylor","Lepomis marginatus",0.285154025,0.04073629
"957","December",2003,"Taylor","Lepomis marginatus",0.960070085,0.13715287
"958","July",2003,"Taylor","Lepomis marginatus",0.0772109,0.01103013
"959","October",2003,"Taylor","Lepomis marginatus",0.308371895,0.04405313
"960","April",2004,"Taylor","Lepomis marginatus",1.602675818,0.320535162
"961","December",2004,"Taylor","Lepomis marginatus",0.229053234,0.03272189
"962","February",2004,"Taylor","Lepomis marginatus",0.222000923333333,0.0444001833333333
"963","October",2004,"Taylor","Lepomis marginatus",0.21079434,0.03011348
"964","April",1997,"Shark","Lepomis microlophus",1.31924713,0.18846388
"965","April",1998,"Shark","Lepomis microlophus",4.72821853,0.67545979
"966","December",1998,"Shark","Lepomis microlophus",2.95769825,0.42252832
"967","July",1999,"Shark","Lepomis microlophus",0.01695302,0.00242186
"968","February",2000,"Shark","Lepomis microlophus",10.35479938,1.47925705
"969","December",2002,"Shark","Lepomis microlophus",0.567858135,0.08112259
"970","February",2003,"Shark","Lepomis microlophus",0.12241092,0.01748727
"971","October",2003,"Shark","Lepomis microlophus",0.04761512,0.00680216
"972","February",2004,"Shark","Lepomis microlophus",0.04008457,0.00572637
"973","February",2005,"Shark","Lepomis microlophus",0.12978533,0.01854076
"974","October",1996,"Taylor","Lepomis microlophus",0.21642402,0.03091772
"975","April",1997,"Taylor","Lepomis microlophus",0.34720519,0.04960074
"976","February",1997,"Taylor","Lepomis microlophus",0.288664,0.041237715
"977","April",1999,"Taylor","Lepomis microlophus",0.088655915,0.01773118
"978","April",2000,"Taylor","Lepomis microlophus",0.46467768,0.06638253
"979","December",2000,"Taylor","Lepomis microlophus",1.32317075,0.18902439
"980","December",2001,"Taylor","Lepomis microlophus",0.639142245,0.091306035
"981","February",2001,"Taylor","Lepomis microlophus",0.06828231,0.00975462
"982","April",2002,"Taylor","Lepomis microlophus",1.38238842,0.19748406
"983","October",2002,"Taylor","Lepomis microlophus",4.715902895,0.673700415
"984","December",2003,"Taylor","Lepomis microlophus",0.14133572,0.02019082
"985","April",1996,"Shark","Lepomis punctatus",4.30419820285714,0.614885457142857
"986","December",1996,"Shark","Lepomis punctatus",1.14030204,0.16290029
"987","February",1996,"Shark","Lepomis punctatus",2.41498670833333,0.3449981
"988","July",1996,"Shark","Lepomis punctatus",1.008170124,0.144024302
"989","October",1996,"Shark","Lepomis punctatus",0.97192823,0.13884689
"990","April",1997,"Shark","Lepomis punctatus",1.56747887,0.22392555
"991","December",1997,"Shark","Lepomis punctatus",2.151474085,0.30735344
"992","February",1997,"Shark","Lepomis punctatus",1.79581484,0.25654498
"993","July",1997,"Shark","Lepomis punctatus",2.33740729,0.33391533
"994","October",1997,"Shark","Lepomis punctatus",7.78971276333333,1.11281611
"995","April",1998,"Shark","Lepomis punctatus",6.20729871,0.88675696
"996","December",1998,"Shark","Lepomis punctatus",2.35493183333333,0.336418833333333
"997","February",1998,"Shark","Lepomis punctatus",0.38738026,0.05534004
"998","July",1998,"Shark","Lepomis punctatus",0.40725945,0.0581799225
"999","October",1998,"Shark","Lepomis punctatus",0.4394088825,0.0627726975
"1000","April",1999,"Shark","Lepomis punctatus",1.4554436575,0.2079205225
"1001","December",1999,"Shark","Lepomis punctatus",5.01332876,0.71618982
"1002","February",1999,"Shark","Lepomis punctatus",0.674470873333333,0.09635298
"1003","July",1999,"Shark","Lepomis punctatus",20.19089065,2.88441295
"1004","October",1999,"Shark","Lepomis punctatus",0.683696383333333,0.0976709133333333
"1005","December",2000,"Shark","Lepomis punctatus",2.50545654,0.357922363333333
"1006","February",2000,"Shark","Lepomis punctatus",1.1569348,0.1652764
"1007","July",2000,"Shark","Lepomis punctatus",3.43144772,0.49020682
"1008","October",2000,"Shark","Lepomis punctatus",4.31981849333333,0.61711693
"1009","December",2001,"Shark","Lepomis punctatus",0.117797205,0.016828175
"1010","September",2001,"Shark","Lepomis punctatus",0.112289465,0.016041355
"1011","April",2002,"Shark","Lepomis punctatus",0.22893372,0.03270482
"1012","December",2002,"Shark","Lepomis punctatus",0.7551164715,0.1078737815
"1013","July",2002,"Shark","Lepomis punctatus",0.012561365,0.00179448
"1014","October",2002,"Shark","Lepomis punctatus",1.30170758272727,0.185958226363636
"1015","April",2003,"Shark","Lepomis punctatus",1.435275542,0.205039364
"1016","December",2003,"Shark","Lepomis punctatus",0.662066296923077,0.0945809
"1017","February",2003,"Shark","Lepomis punctatus",0.308382663333333,0.0440546666666667
"1018","July",2003,"Shark","Lepomis punctatus",1.48591043,0.212272918333333
"1019","October",2003,"Shark","Lepomis punctatus",0.745013508333333,0.1064305
"1020","April",2004,"Shark","Lepomis punctatus",2.75130164428571,0.393043092857143
"1021","February",2004,"Shark","Lepomis punctatus",1.304085904,0.186297988
"1022","July",2004,"Shark","Lepomis punctatus",3.60205945,0.51457992
"1023","October",2004,"Shark","Lepomis punctatus",1.85660459,0.265229226666667
"1024","February",2005,"Shark","Lepomis punctatus",4.74132010333333,0.67733144
"1025","December",1996,"Taylor","Lepomis punctatus",0.048067558,0.006866794
"1026","July",1996,"Taylor","Lepomis punctatus",0.8155666,0.11650951
"1027","October",1996,"Taylor","Lepomis punctatus",0.143764956666667,0.02053785
"1028","April",1997,"Taylor","Lepomis punctatus",0.39860158,0.056943084
"1029","December",1997,"Taylor","Lepomis punctatus",0.37283474,0.05326211
"1030","February",1997,"Taylor","Lepomis punctatus",0.4450988025,0.0635855425
"1031","October",1997,"Taylor","Lepomis punctatus",0.231036636666667,0.0330052333333333
"1032","April",1998,"Taylor","Lepomis punctatus",1.18157893,0.16879699
"1033","December",1998,"Taylor","Lepomis punctatus",8.79748639,1.25678377
"1034","February",1998,"Taylor","Lepomis punctatus",0.2293646125,0.032766375
"1035","July",1998,"Taylor","Lepomis punctatus",0.629759315,0.089965615
"1036","October",1998,"Taylor","Lepomis punctatus",1.04845412,0.14977916
"1037","December",1999,"Taylor","Lepomis punctatus",0.17670054,0.02524293
"1038","February",1999,"Taylor","Lepomis punctatus",0.227779645,0.03253995
"1039","October",1999,"Taylor","Lepomis punctatus",0.523395075,0.074770725
"1040","April",2000,"Taylor","Lepomis punctatus",0.444630766,0.06351868
"1041","December",2000,"Taylor","Lepomis punctatus",0.736936855,0.105276695
"1042","February",2000,"Taylor","Lepomis punctatus",0.30128443,0.04304063
"1043","October",2000,"Taylor","Lepomis punctatus",1.49192963666667,0.213132803333333
"1044","December",2001,"Taylor","Lepomis punctatus",0.310140838571429,0.0443058342857143
"1045","February",2001,"Taylor","Lepomis punctatus",0.682073665,0.097439095
"1046","September",2001,"Taylor","Lepomis punctatus",0.00582799,0.00083257
"1047","April",2002,"Taylor","Lepomis punctatus",0.82843484,0.11834783
"1048","December",2002,"Taylor","Lepomis punctatus",0.36095114,0.05156445
"1049","February",2002,"Taylor","Lepomis punctatus",0.107986225,0.0154266025
"1050","December",2003,"Taylor","Lepomis punctatus",0.761437715,0.10877682
"1051","February",2003,"Taylor","Lepomis punctatus",0.19566029,0.03913206
"1052","October",2003,"Taylor","Lepomis punctatus",0.5435919,0.0776559875
"1053","April",2004,"Taylor","Lepomis punctatus",2.52435266666667,0.504870533333333
"1054","February",2004,"Taylor","Lepomis punctatus",0.15413752,0.0308275
"1055","October",2004,"Taylor","Lepomis punctatus",0.014578465,0.002082635
"1056","April",2005,"Taylor","Lepomis punctatus",0.4833512,0.09667024
"1057","April",1996,"Shark","Lucania goodei",2.24188487555556,0.320269267777778
"1058","December",1996,"Shark","Lucania goodei",1.16698666666667,0.16671238
"1059","February",1996,"Shark","Lucania goodei",1.67865250222222,0.239807498888889
"1060","July",1996,"Shark","Lucania goodei",0.529902588888889,0.0757003688888889
"1061","October",1996,"Shark","Lucania goodei",0.935154821111111,0.133593546666667
"1062","April",1997,"Shark","Lucania goodei",1.12322960142857,0.161723658571429
"1063","December",1997,"Shark","Lucania goodei",0.857653373333333,0.12252191
"1064","February",1997,"Shark","Lucania goodei",1.46415817777778,0.209165454444444
"1065","July",1997,"Shark","Lucania goodei",0.818744157777778,0.116963452222222
"1066","October",1997,"Shark","Lucania goodei",0.966693545555556,0.138099077777778
"1067","April",1998,"Shark","Lucania goodei",1.18033293222222,0.168618991111111
"1068","December",1998,"Shark","Lucania goodei",1.27345760444444,0.181922513333333
"1069","February",1998,"Shark","Lucania goodei",0.880574363333333,0.125796337777778
"1070","July",1998,"Shark","Lucania goodei",0.749998748888889,0.107142677777778
"1071","October",1998,"Shark","Lucania goodei",0.821710784444444,0.117387253333333
"1072","April",1999,"Shark","Lucania goodei",1.41063693777778,0.21686091
"1073","December",1999,"Shark","Lucania goodei",1.04258969222222,0.148941385555556
"1074","February",1999,"Shark","Lucania goodei",1.52033976222222,0.217191393333333
"1075","July",1999,"Shark","Lucania goodei",0.586271967777778,0.0837531366666667
"1076","October",1999,"Shark","Lucania goodei",0.978394863333333,0.139770693333333
"1077","April",2000,"Shark","Lucania goodei",1.3751601,0.196451444285714
"1078","December",2000,"Shark","Lucania goodei",1.51603170888889,0.21657596
"1079","February",2000,"Shark","Lucania goodei",1.52796529111111,0.218280754444444
"1080","July",2000,"Shark","Lucania goodei",0.534724728888889,0.0763892477777778
"1081","October",2000,"Shark","Lucania goodei",0.862812934444444,0.12325899
"1082","April",2001,"Shark","Lucania goodei",0.753982425,0.159482945
"1083","December",2001,"Shark","Lucania goodei",0.04431728,0.0063310425
"1084","February",2001,"Shark","Lucania goodei",1.0517358,0.150247971666667
"1085","September",2001,"Shark","Lucania goodei",0.0129097433333333,0.00184425
"1086","April",2002,"Shark","Lucania goodei",0.082496095,0.0117851583333333
"1087","December",2002,"Shark","Lucania goodei",0.344717516666667,0.0492453585714286
"1088","July",2002,"Shark","Lucania goodei",0.0797522583333333,0.0113931783333333
"1089","October",2002,"Shark","Lucania goodei",0.388668826,0.0555241186666667
"1090","April",2003,"Shark","Lucania goodei",0.573350777692308,0.0824004884615385
"1091","December",2003,"Shark","Lucania goodei",0.920176205882353,0.131453744117647
"1092","February",2003,"Shark","Lucania goodei",0.489972725454545,0.0809307672727273
"1093","July",2003,"Shark","Lucania goodei",0.463226157333333,0.066175166
"1094","October",2003,"Shark","Lucania goodei",0.719661486875,0.102808784375
"1095","April",2004,"Shark","Lucania goodei",0.948209438181818,0.135458491818182
"1096","April ",2004,"Shark","Lucania goodei",0.76420768,0.10917253
"1097","February",2004,"Shark","Lucania goodei",0.8549778875,0.12213969875
"1098","July",2004,"Shark","Lucania goodei",0.418831591666667,0.0607509416666667
"1099","October",2004,"Shark","Lucania goodei",0.404774387058824,0.0578249123529412
"1100","April",2005,"Shark","Lucania goodei",0.453877993333333,0.0907755983333333
"1101","February",2005,"Shark","Lucania goodei",1.0705936075,0.152941945
"1102","December",1996,"Taylor","Lucania goodei",0.973219888461539,0.139031412307692
"1103","July",1996,"Taylor","Lucania goodei",0.449425113846154,0.0642035876923077
