Month,Year,Area,SpeciesName,TotalSpeciesWeight,SpeciesBiomass
July,2001,Taylor,Fundulus confluentus,0.11014992,0.0157357
July,2001,Taylor,Jordanella floridae,0.7841692,0.11202417
July,2001,Taylor,Gambusia holbrooki,0.2168085,0.03097264
July,2001,Taylor,Poecilia latipinna,0.11269589,0.01609941
July,2001,Taylor,Fundulus chrysotus,0.06674032,0.00953433
July,2001,Taylor,Fundulus confluentus,0.06507106,0.00929587
July,2001,Taylor,Jordanella floridae,0.53800826,0.07685832
July,2001,Taylor,Lucania goodei,0.0208144,0.00297349
July,2001,Taylor,Gambusia holbrooki,0.15349955,0.02192851
July,2001,Taylor,Heterandria formosa,0.01468158,0.00209737
July,2001,Taylor,Fundulus chrysotus,0.03737441,0.0053392
July,2001,Taylor,Fundulus confluentus,0.10976768,0.0156811
July,2001,Taylor,Jordanella floridae,0.10949698,0.01564243
July,2001,Taylor,Gambusia holbrooki,0.0170608,0.00243726
July,2001,Taylor,Fundulus chrysotus,0.03151689,0.00450241
July,2001,Taylor,Fundulus confluentus,0.14168754,0.02024108
July,2001,Taylor,Jordanella floridae,0.10532353,0.01504622
July,2001,Taylor,Gambusia holbrooki,0.05128915,0.00732702
July,2001,Taylor,Fundulus chrysotus,0.00636717,0.0009096
July,2001,Taylor,Jordanella floridae,0.39006691,0.05572384
July,2001,Taylor,Gambusia holbrooki,0.06054512,0.0086493
July,2001,Taylor,Poecilia latipinna,0.01609237,0.00229891
July,2001,Taylor,Fundulus confluentus,0.06627821,0.00946832
July,2001,Taylor,Jordanella floridae,0.20289777,0.0289854
July,2001,Taylor,Poecilia latipinna,0.20116396,0.02873771
July,2001,Taylor,Jordanella floridae,0.22846782,0.03263826
July,2001,Taylor,Gambusia holbrooki,0.03302343,0.00471763
July,2001,Taylor,Jordanella floridae,0.18309334,0.02615619
July,2001,Taylor,Gambusia holbrooki,0.22436926,0.03205275
July,2001,Taylor,Cyprinodon variegatus,0.05270962,0.00752995
July,2001,Taylor,Jordanella floridae,0.14331889,0.02047413
July,2001,Taylor,Gambusia holbrooki,0.15141573,0.02163082
September,2001,Shark,Fundulus confluentus,0.24441843,0.03491692
September,2001,Shark,Jordanella floridae,1.60486194,0.22926599
September,2001,Shark,Gambusia holbrooki,0.73459458,0.10494208
September,2001,Shark,Heterandria formosa,0.01170374,0.00167196
September,2001,Shark,Poecilia latipinna,0.63514008,0.0907343
September,2001,Shark,Fundulus chrysotus,0.07323242,0.01046177
September,2001,Shark,Fundulus confluentus,0.188998,0.02699971
September,2001,Shark,Jordanella floridae,2.20138918,0.31448417
September,2001,Shark,Gambusia holbrooki,1.00351149,0.14335878
September,2001,Shark,Heterandria formosa,0.03542223,0.00506032
September,2001,Shark,Lepomis punctatus,0.01744761,0.00249252
September,2001,Shark,Fundulus chrysotus,0.12696643,0.01813806
September,2001,Shark,Fundulus confluentus,0.35567544,0.05081078
September,2001,Shark,Jordanella floridae,1.15834447,0.16547778
September,2001,Shark,Gambusia holbrooki,0.60014659,0.08573523
September,2001,Shark,Poecilia latipinna,0.01050337,0.00150048
September,2001,Shark,Fundulus chrysotus,0.06196798,0.00885257
September,2001,Shark,Fundulus confluentus,0.23952362,0.03421766
September,2001,Shark,Jordanella floridae,1.46235613,0.20890802
September,2001,Shark,Gambusia holbrooki,0.34951803,0.04993115
September,2001,Shark,Ameriurus natalis,0.00918712,0.00131245
September,2001,Shark,Fundulus chrysotus,0.25380924,0.03625846
September,2001,Shark,Fundulus confluentus,0.11596063,0.0165658
September,2001,Shark,Jordanella floridae,1.50567296,0.21509614
September,2001,Shark,Gambusia holbrooki,0.34844699,0.04977814
September,2001,Shark,Heterandria formosa,0.00739241,0.00105606
September,2001,Shark,Cichlasoma uropthalmus,0.20274301,0.02896329
September,2001,Shark,Fundulus chrysotus,0.08680493,0.0124007
September,2001,Shark,Fundulus confluentus,0.31406647,0.04486664
September,2001,Shark,Jordanella floridae,1.53634491,0.21947784
September,2001,Shark,Lucania goodei,0.01324334,0.00189191
September,2001,Shark,Gambusia holbrooki,0.51915702,0.07416529
September,2001,Shark,Heterandria formosa,0.00205406,0.00029344
September,2001,Shark,Poecilia latipinna,0.60210831,0.08601547
September,2001,Shark,Fundulus chrysotus,0.17151808,0.02450258
September,2001,Shark,Fundulus confluentus,0.39484045,0.05640578
September,2001,Shark,Jordanella floridae,3.44786452,0.49255207
September,2001,Shark,Lucania goodei,0.00810329,0.00115761
September,2001,Shark,Gambusia holbrooki,0.54433036,0.07776148
September,2001,Shark,Heterandria formosa,0.12085724,0.01726532
September,2001,Shark,Poecilia latipinna,2.2605326,0.32293323
September,2001,Shark,Trinectes maculatus,-9999,-9999
September,2001,Shark,Fundulus chrysotus,0.21459999,0.03065714
September,2001,Shark,Fundulus confluentus,0.71040576,0.10148654
September,2001,Shark,Jordanella floridae,1.25212502,0.178875
September,2001,Shark,Lucania goodei,0.0173826,0.00248323
September,2001,Shark,Gambusia holbrooki,0.70131266,0.10018752
September,2001,Shark,Heterandria formosa,0.18568179,0.02652597
September,2001,Shark,Poecilia latipinna,1.83998233,0.26285462
September,2001,Shark,Lepomis gulosus,0.46404557,0.06629222
September,2001,Shark,Lepomis macrochirus,0.07303804,0.01043401
September,2001,Shark,Cichlasoma uropthalmus,0.3715581,0.05307973
September,2001,Shark,Fundulus chrysotus,0.23870396,0.03410057
September,2001,Shark,Fundulus confluentus,0.4627436,0.06610623
September,2001,Shark,Jordanella floridae,12.48385404,1.78340772
September,2001,Shark,Gambusia holbrooki,0.97109838,0.13872834
September,2001,Shark,Heterandria formosa,0.07766327,0.01109475
September,2001,Shark,Poecilia latipinna,0.49873745,0.07124821
September,2001,Shark,Lepomis punctatus,0.20713132,0.02959019
September,2001,Taylor,Cyprinodon variegatus,0.20279732,0.02897105
September,2001,Taylor,Fundulus chrysotus,0.00847982,0.0012114
September,2001,Taylor,Fundulus confluentus,0.07100789,0.01014398
September,2001,Taylor,Jordanella floridae,0.63868616,0.09124088
September,2001,Taylor,Gambusia holbrooki,0.03632397,0.00518914
September,2001,Taylor,Cyprinodon variegatus,0.00992804,0.00141829
September,2001,Taylor,Jordanella floridae,0.91415703,0.13059386
September,2001,Taylor,Gambusia holbrooki,0.02995025,0.00427861
September,2001,Taylor,Lepomis punctatus,0.00582799,0.00083257
September,2001,Taylor,Cyprinodon variegatus,0.22869794,0.03267113
September,2001,Taylor,Fundulus chrysotus,0.08856782,0.01265255
September,2001,Taylor,Fundulus confluentus,0.09048888,0.01292698
September,2001,Taylor,Jordanella floridae,2.05685502,0.29383643
September,2001,Taylor,Gambusia holbrooki,0.03843719,0.00549103
September,2001,Taylor,Fundulus chrysotus,0.02737591,0.00391084
September,2001,Taylor,Jordanella floridae,2.20741749,0.31534536
September,2001,Taylor,Lucania goodei,0.17969608,0.02567087
September,2001,Taylor,Gambusia holbrooki,0.2582694,0.03689563
September,2001,Taylor,Heterandria formosa,0.02534862,0.00362123
September,2001,Taylor,Cichlasoma uropthalmus,1.05485826,0.15069404
September,2001,Taylor,Fundulus chrysotus,0.04754467,0.0067921
September,2001,Taylor,Jordanella floridae,0.41573983,0.0593914
September,2001,Taylor,Lucania goodei,0.06637897,0.00948271
September,2001,Taylor,Gambusia holbrooki,0.5244735,0.07492479
September,2001,Taylor,Heterandria formosa,0.01510787,0.00215827
September,2001,Taylor,Cichlasoma uropthalmus,0.0712654,0.01018077
September,2001,Taylor,Fundulus chrysotus,0.65465851,0.09352264
September,2001,Taylor,Jordanella floridae,0.36736916,0.05248131
September,2001,Taylor,Lucania goodei,0.06443256,0.00920465
September,2001,Taylor,Gambusia holbrooki,0.48215975,0.06887996
September,2001,Taylor,Heterandria formosa,0.01577573,0.00225368
September,2001,Taylor,Cichlasoma uropthalmus,0.23122224,0.03303175
September,2001,Taylor,Fundulus confluentus,0.16704556,0.02386365
September,2001,Taylor,Jordanella floridae,0.77903506,0.11129072
September,2001,Taylor,Gambusia holbrooki,0.0151464,0.00216377
September,2001,Taylor,Heterandria formosa,0.01958602,0.002798
September,2001,Taylor,Fundulus chrysotus,0.0206343,0.00294776
September,2001,Taylor,Fundulus confluentus,0.11434935,0.01633562
September,2001,Taylor,Jordanella floridae,0.12960726,0.01851532
September,2001,Taylor,Gambusia holbrooki,0.02094191,0.0029917
September,2001,Taylor,Cyprinodon variegatus,0.03572607,0.00510372
September,2001,Taylor,Fundulus chrysotus,0.15233145,0.02176164
September,2001,Taylor,Fundulus confluentus,0.02674486,0.00382069
September,2001,Taylor,Jordanella floridae,1.03358147,0.1476545
September,2001,Taylor,Fundulus chrysotus,0.02822111,0.00403159
September,2001,Taylor,Fundulus confluentus,0.2557284,0.03653263
September,2001,Taylor,Jordanella floridae,1.16319506,0.16617072
September,2001,Taylor,Gambusia holbrooki,0.12526633,0.01789519
September,2001,Taylor,Poecilia latipinna,0.00400663,0.00057238
September,2001,Taylor,Fundulus chrysotus,0.00908922,0.00129846
September,2001,Taylor,Fundulus confluentus,0.05702279,0.00814611
September,2001,Taylor,Jordanella floridae,1.4314055,0.2044865
September,2001,Taylor,Lucania goodei,0.0111989,0.00159984
September,2001,Taylor,Gambusia holbrooki,0.04244083,0.00606298
September,2001,Taylor,Poecilia latipinna,0.31263246,0.04466178
September,2001,Taylor,Cichlasoma uropthalmus,0.34838152,0.04976879
September,2001,Taylor,Fundulus chrysotus,0.03833367,0.00547624
September,2001,Taylor,Fundulus confluentus,0.4904709,0.07006727
September,2001,Taylor,Jordanella floridae,1.03238067,0.14748295
September,2001,Taylor,Lucania goodei,0.02847261,0.00406752
September,2001,Taylor,Gambusia holbrooki,0.25395933,0.0362799
September,2001,Taylor,Cichlasoma uropthalmus,44.09031902,6.298617
September,2001,Taylor,Fundulus chrysotus,0.01521674,0.00217382
September,2001,Taylor,Fundulus confluentus,0.25824764,0.03689252
September,2001,Taylor,Jordanella floridae,0.11728537,0.01675505
September,2001,Taylor,Gambusia holbrooki,0.03745099,0.00535014
December,2001,Shark,Lepisosteus platyrhinchus,142.9288076,20.41840108
December,2001,Shark,Fundulus chrysotus,0.38141841,0.05448834
December,2001,Shark,Fundulus confluentus,0.40580355,0.05797194
December,2001,Shark,Jordanella floridae,1.645766,0.23510943
December,2001,Shark,Gambusia holbrooki,1.44553872,0.20650553
December,2001,Shark,Heterandria formosa,0.02335698,0.00333671
December,2001,Shark,Poecilia latipinna,0.2519416,0.03599166
December,2001,Shark,Fundulus chrysotus,0.4173756,0.05962509
December,2001,Shark,Fundulus confluentus,0.25493567,0.03641938
December,2001,Shark,Jordanella floridae,1.33696149,0.1909945
December,2001,Shark,Gambusia holbrooki,1.89677109,0.2709673
December,2001,Shark,Heterandria formosa,0.08813695,0.01259099
December,2001,Shark,Lepomis punctatus,0.21508184,0.03072598
December,2001,Shark,Ameriurus natalis,0.23483875,0.03354839
December,2001,Shark,Fundulus chrysotus,0.25591847,0.03655978
December,2001,Shark,Fundulus confluentus,0.37686194,0.05383742
December,2001,Shark,Jordanella floridae,0.66003613,0.09429088
December,2001,Shark,Lucania goodei,0.02110043,0.00301435
December,2001,Shark,Gambusia holbrooki,1.47577997,0.21082571
December,2001,Shark,Heterandria formosa,0.01191497,0.00170214
December,2001,Shark,Ameriurus natalis,0.12539961,0.01791423
December,2001,Shark,Cyprinodon variegatus,0.04634935,0.00662134
December,2001,Shark,Fundulus chrysotus,0.46578888,0.06654127
December,2001,Shark,Fundulus confluentus,1.78549193,0.25507028
December,2001,Shark,Jordanella floridae,1.42459341,0.20351334
December,2001,Shark,Lucania goodei,0.00975913,0.00139416
December,2001,Shark,Gambusia holbrooki,1.6738635,0.23912336
December,2001,Shark,Heterandria formosa,0.02247969,0.00321138
December,2001,Shark,Poecilia latipinna,0.02374309,0.00339187
December,2001,Shark,Fundulus chrysotus,0.1393156,0.01990223
December,2001,Shark,Fundulus confluentus,0.403662,0.057666
December,2001,Shark,Jordanella floridae,0.96087835,0.13726834
December,2001,Shark,Gambusia holbrooki,1.13160894,0.16165842
December,2001,Shark,Heterandria formosa,0.0103339,0.00147627
December,2001,Shark,Poecilia latipinna,0.18343346,0.02620478
December,2001,Shark,Cyprinodon variegatus,0.03326592,0.00475227
December,2001,Shark,Fundulus chrysotus,0.35671291,0.05095899
December,2001,Shark,Fundulus confluentus,0.68079443,0.09725635
December,2001,Shark,Jordanella floridae,1.29044517,0.18434931
December,2001,Shark,Gambusia holbrooki,0.95638819,0.13662688
December,2001,Shark,Poecilia latipinna,0.07842385,0.01120341
December,2001,Shark,Lepomis punctatus,0.02051257,0.00293037
December,2001,Shark,Cichlasoma uropthalmus,0.66051976,0.09435997
December,2001,Shark,Ameriurus natalis,0.14468438,0.0206692
December,2001,Shark,Fundulus chrysotus,0.36033125,0.05147589
December,2001,Shark,Fundulus confluentus,0.29109487,0.04158498
December,2001,Shark,Jordanella floridae,4.31610746,0.61658678
December,2001,Shark,Lucania goodei,0.01903325,0.00271904
December,2001,Shark,Belenesox belizanus,0.30050895,0.04292985
December,2001,Shark,Gambusia holbrooki,0.90456041,0.12922292
December,2001,Shark,Heterandria formosa,0.24280169,0.03468596
December,2001,Shark,Poecilia latipinna,0.3987843,0.05696919
December,2001,Shark,Lepomis marginatus,0.1398671,0.01998101
December,2001,Shark,Lepomis spp.,0.00786186,0.00112312
December,2001,Shark,Cichlasoma uropthalmus,1.75097972,0.25013996
December,2001,Shark,Ameriurus natalis,0.29038231,0.04148319
December,2001,Shark,Fundulus chrysotus,0.09327146,0.01332449
December,2001,Shark,Fundulus confluentus,0.06827089,0.00975298
December,2001,Shark,Jordanella floridae,1.58855144,0.22693592
December,2001,Shark,Lucania goodei,0.12737631,0.01819662
December,2001,Shark,Belenesox belizanus,0.03004754,0.00429251
December,2001,Shark,Gambusia holbrooki,1.16583848,0.16654835
December,2001,Shark,Heterandria formosa,0.22858795,0.03265542
December,2001,Shark,Poecilia latipinna,0.14427134,0.02061019
December,2001,Shark,Lepomis marginatus,0.85398573,0.12199796
December,2001,Shark,Fundulus chrysotus,0.23350243,0.03335749
December,2001,Shark,Fundulus confluentus,0.35477668,0.05068238
December,2001,Shark,Jordanella floridae,3.33331468,0.47618781
December,2001,Shark,Belenesox belizanus,0.48421441,0.06917349
December,2001,Shark,Gambusia holbrooki,2.06348313,0.2947833
December,2001,Shark,Heterandria formosa,0.27268703,0.03895529
December,2001,Shark,Poecilia latipinna,0.17136853,0.02448122
December,2001,Taylor,Cyprinodon variegatus,0.57647686,0.08235384
December,2001,Taylor,Fundulus chrysotus,0.10527674,0.01503953
December,2001,Taylor,Fundulus confluentus,0.22609926,0.03229989
December,2001,Taylor,Jordanella floridae,0.87876314,0.12553759
December,2001,Taylor,Gambusia holbrooki,0.10867399,0.01552486
December,2001,Taylor,Poecilia latipinna,0.11361291,0.01623042
December,2001,Taylor,Cyprinodon variegatus,0.36368703,0.05195529
December,2001,Taylor,Fundulus chrysotus,0.0480929,0.00687041
December,2001,Taylor,Fundulus confluentus,0.14334857,0.02047837
December,2001,Taylor,Jordanella floridae,1.62423013,0.23203288
December,2001,Taylor,Gambusia holbrooki,0.19655323,0.02807903
December,2001,Taylor,Lepomis punctatus,0.19026717,0.02718102
December,2001,Taylor,Cichlasoma uropthalmus,0.14006143,0.02000878
December,2001,Taylor,Fundulus chrysotus,0.11766051,0.01680864
December,2001,Taylor,Fundulus confluentus,0.21925427,0.03132204
December,2001,Taylor,Jordanella floridae,1.24086455,0.17726636
December,2001,Taylor,Gambusia holbrooki,0.4517229,0.06453184
December,2001,Taylor,Poecilia latipinna,1.07256985,0.15322426
December,2001,Taylor,Lepomis punctatus,0.0267241,0.00381773
December,2001,Taylor,Cichlasoma uropthalmus,0.50510971,0.07215853
December,2001,Taylor,Lepisosteus platyrhinchus,2.94219123,0.42031303
December,2001,Taylor,Fundulus chrysotus,2.29030711,0.32718673
December,2001,Taylor,Jordanella floridae,0.7964907,0.11378439
December,2001,Taylor,Lucania goodei,0.35808308,0.05115473
December,2001,Taylor,Gambusia holbrooki,1.04984576,0.14997797
December,2001,Taylor,Heterandria formosa,0.03065379,0.00437911
December,2001,Taylor,Lepomis microlophus,0.62661698,0.08951671
December,2001,Taylor,Lepomis punctatus,0.52416389,0.07488056
December,2001,Taylor,Fundulus chrysotus,0.68481024,0.09783003
December,2001,Taylor,Jordanella floridae,0.49407244,0.07058178
December,2001,Taylor,Lucania goodei,0.5059755,0.07228221
December,2001,Taylor,Gambusia holbrooki,1.00373381,0.14339054
December,2001,Taylor,Heterandria formosa,0.04093816,0.00584831
December,2001,Taylor,Lepomis punctatus,0.08533431,0.01219062
December,2001,Taylor,Fundulus chrysotus,0.40993193,0.0585617
December,2001,Taylor,Jordanella floridae,0.44140836,0.06305834
December,2001,Taylor,Lucania goodei,0.24938428,0.03562633
December,2001,Taylor,Gambusia holbrooki,0.58942205,0.08420315
December,2001,Taylor,Heterandria formosa,0.1017819,0.01454027
December,2001,Taylor,Elassoma evergladei,0.01969612,0.00281373
December,2001,Taylor,Lepomis punctatus,0.37957488,0.05422498
December,2001,Taylor,Cichlasoma uropthalmus,2.8725851,0.4103693
December,2001,Taylor,Fundulus confluentus,0.1882241,0.02688916
December,2001,Taylor,Jordanella floridae,0.63541969,0.09077424
December,2001,Taylor,Lucania goodei,0.01590863,0.00227266
December,2001,Taylor,Gambusia holbrooki,0.5523965,0.07891379
December,2001,Taylor,Elassoma evergladei,0.02901475,0.00414496
December,2001,Taylor,Fundulus chrysotus,0.06530881,0.00932983
December,2001,Taylor,Fundulus confluentus,0.12595203,0.01799315
December,2001,Taylor,Jordanella floridae,0.2997511,0.04282159
December,2001,Taylor,Gambusia holbrooki,0.02450373,0.00350053
December,2001,Taylor,Fundulus chrysotus,0.16632602,0.02376086
December,2001,Taylor,Fundulus confluentus,0.30090049,0.04298578
December,2001,Taylor,Jordanella floridae,1.01951194,0.14564456
December,2001,Taylor,Lucania goodei,0.11396102,0.01628015
December,2001,Taylor,Gambusia holbrooki,0.33274004,0.04753429
December,2001,Taylor,Heterandria formosa,0.02247131,0.00321019
December,2001,Taylor,Lepomis marginatus,0.39175239,0.05596463
December,2001,Taylor,Fundulus chrysotus,0.14181239,0.02025891
December,2001,Taylor,Fundulus confluentus,1.70446082,0.2434944
December,2001,Taylor,Jordanella floridae,1.15386181,0.1648374
December,2001,Taylor,Gambusia holbrooki,0.26429505,0.03775644
December,2001,Taylor,Heterandria formosa,0.01011561,0.00144509
December,2001,Taylor,Elassoma evergladei,0.07862981,0.01123283
December,2001,Taylor,Fundulus chrysotus,1.07787275,0.15398182
December,2001,Taylor,Jordanella floridae,0.67128006,0.09589715
December,2001,Taylor,Lucania goodei,0.33761142,0.0482302
December,2001,Taylor,Gambusia holbrooki,0.20938061,0.02991152
December,2001,Taylor,Lepomis marginatus,0.52206009,0.07458001
December,2001,Taylor,Lepomis microlophus,0.65166751,0.09309536
December,2001,Taylor,Lepomis punctatus,0.95313828,0.13616261
December,2001,Taylor,Cichlasoma uropthalmus,0.41287826,0.05898261
December,2001,Taylor,Fundulus chrysotus,0.09743395,0.01391914
December,2001,Taylor,Fundulus confluentus,0.79903536,0.11414791
December,2001,Taylor,Jordanella floridae,0.44378127,0.06339732
December,2001,Taylor,Lucania goodei,0.14931813,0.02133116
December,2001,Taylor,Gambusia holbrooki,0.10793118,0.01541874
December,2001,Taylor,Elassoma evergladei,0.03438825,0.00491261
December,2001,Taylor,Lepomis punctatus,0.01178324,0.00168332
December,2001,Taylor,Cichlasoma uropthalmus,0.32215627,0.04602232
December,2001,Taylor,Fundulus confluentus,0.15665582,0.0223794
December,2001,Taylor,Jordanella floridae,0.2475565,0.03536521
December,2001,Taylor,Gambusia holbrooki,0.05188256,0.00741179
February,2002,Taylor,Cyprinodon variegatus,0.181164,0.02588057
February,2002,Taylor,Fundulus chrysotus,0.04028023,0.00575432
February,2002,Taylor,Fundulus confluentus,0.29019302,0.04145615
February,2002,Taylor,Jordanella floridae,1.23331308,0.17618758
February,2002,Taylor,Gambusia holbrooki,0.1266308,0.01809011
February,2002,Taylor,Lepisosteus platyrhinchus,4.39540293,0.6279147
February,2002,Taylor,Cyprinodon variegatus,0.07043942,0.01006277
February,2002,Taylor,Fundulus confluentus,0.38162923,0.05451846
February,2002,Taylor,Jordanella floridae,1.52829024,0.21832718
February,2002,Taylor,Gambusia holbrooki,0.13290549,0.0189865
February,2002,Taylor,Lepomis marginatus,0.20672647,0.02953235
February,2002,Taylor,Lepomis punctatus,0.09859951,0.01408564
February,2002,Taylor,Cyprinodon variegatus,0.02618291,0.00374042
February,2002,Taylor,Fundulus chrysotus,0.02751062,0.00393009
February,2002,Taylor,Fundulus confluentus,0.3552087,0.0507441
February,2002,Taylor,Jordanella floridae,3.63275613,0.51896516
February,2002,Taylor,Lucania goodei,0.05042962,0.00720423
February,2002,Taylor,Gambusia holbrooki,0.28270208,0.04038601
February,2002,Taylor,Heterandria formosa,0.00744927,0.00106418
February,2002,Taylor,Poecilia latipinna,0.39772585,0.05681798
February,2002,Taylor,Cichlasoma uropthalmus,0.37597072,0.0537101
February,2002,Taylor,Ameriurus natalis,10.09488665,1.44212666
February,2002,Taylor,Fundulus chrysotus,0.30756772,0.04393825
February,2002,Taylor,Fundulus confluentus,0.39101925,0.05585989
February,2002,Taylor,Jordanella floridae,0.85860628,0.12265804
February,2002,Taylor,Lucania goodei,1.65645794,0.23663685
February,2002,Taylor,Belenesox belizanus,0.02763719,0.00394817
February,2002,Taylor,Gambusia holbrooki,1.21020591,0.17288656
February,2002,Taylor,Heterandria formosa,0.04235556,0.00605079
February,2002,Taylor,Fundulus chrysotus,0.96982059,0.1385458
February,2002,Taylor,Jordanella floridae,0.32996838,0.04713834
February,2002,Taylor,Lucania goodei,0.90428672,0.12918382
February,2002,Taylor,Gambusia holbrooki,1.88164284,0.26880612
February,2002,Taylor,Heterandria formosa,0.05409942,0.00772849
February,2002,Taylor,Elassoma evergladei,0.03508164,0.00501166
February,2002,Taylor,Lepomis marginatus,0.04441357,0.0063448
February,2002,Taylor,Lepomis punctatus,0.08147326,0.01163904
February,2002,Taylor,Cichlasoma uropthalmus,5.51529043,0.78789863
February,2002,Taylor,Fundulus chrysotus,0.08023461,0.01146209
February,2002,Taylor,Jordanella floridae,2.41238886,0.34462698
February,2002,Taylor,Lucania goodei,1.4071662,0.20102374
February,2002,Taylor,Gambusia holbrooki,1.76878092,0.25268299
February,2002,Taylor,Heterandria formosa,0.20329372,0.02904196
February,2002,Taylor,Poecilia latipinna,0.22090283,0.03155755
February,2002,Taylor,Elassoma evergladei,0.02677066,0.00382438
February,2002,Taylor,Lepomis punctatus,0.05810052,0.00830007
February,2002,Taylor,Cichlasoma uropthalmus,1.68225604,0.24032229
February,2002,Taylor,Dry - Not Sampled,-9999,-9999
February,2002,Taylor,Dry - Not Sampled,-9999,-9999
February,2002,Taylor,Fundulus chrysotus,0.07081687,0.0101167
February,2002,Taylor,Fundulus confluentus,0.39895775,0.05699396
February,2002,Taylor,Jordanella floridae,0.49130228,0.07018604
February,2002,Taylor,Lucania goodei,0.10569443,0.0150992
February,2002,Taylor,Gambusia holbrooki,0.29897199,0.04271028
February,2002,Taylor,Fundulus chrysotus,0.24933438,0.0356192
February,2002,Taylor,Fundulus confluentus,1.44076706,0.20582387
February,2002,Taylor,Jordanella floridae,1.38634402,0.19804915
February,2002,Taylor,Lucania goodei,0.15205707,0.02172244
February,2002,Taylor,Gambusia holbrooki,0.28464135,0.04066305
February,2002,Taylor,Fundulus chrysotus,0.04989809,0.0071283
February,2002,Taylor,Fundulus confluentus,0.59844282,0.08549183
February,2002,Taylor,Jordanella floridae,1.04431801,0.14918829
February,2002,Taylor,Lucania goodei,0.32287281,0.04612469
February,2002,Taylor,Gambusia holbrooki,0.64448164,0.09206881
February,2002,Taylor,Elassoma evergladei,0.04040571,0.00577224
February,2002,Taylor,Lepomis punctatus,0.19377161,0.02768166
February,2002,Taylor,Dry - Not Sampled,-9999,-9999
February,2002,Taylor,Dry - Not Sampled,-9999,-9999
April,2002,Shark,Fundulus chrysotus,0.29749834,0.04249976
April,2002,Shark,Fundulus confluentus,0.35715748,0.0510225
April,2002,Shark,Jordanella floridae,2.13716603,0.30530943
April,2002,Shark,Lucania goodei,0.18529186,0.02647027
April,2002,Shark,Gambusia holbrooki,1.11993515,0.15999074
April,2002,Shark,Heterandria formosa,0.10027087,0.01432441
April,2002,Shark,Poecilia latipinna,0.44332982,0.06333283
April,2002,Shark,Lepomis marginatus,0.13868428,0.01981204
April,2002,Shark,Fundulus chrysotus,0.36501485,0.05214498
April,2002,Shark,Fundulus confluentus,0.76200259,0.10885751
April,2002,Shark,Jordanella floridae,5.70772929,0.8153899
April,2002,Shark,Lucania goodei,0.09000637,0.01285805
April,2002,Shark,Belenesox belizanus,0.03185529,0.00455076
April,2002,Shark,Gambusia holbrooki,1.38000189,0.19714313
April,2002,Shark,Heterandria formosa,0.23332534,0.03333219
April,2002,Shark,Poecilia latipinna,2.4446997,0.34924281
April,2002,Shark,Fundulus confluentus,0.72985586,0.10426512
April,2002,Shark,Jordanella floridae,3.28591582,0.46941655
April,2002,Shark,Lucania goodei,0.0152331,0.00217616
April,2002,Shark,Gambusia holbrooki,0.69460523,0.09922932
April,2002,Shark,Heterandria formosa,0.02108224,0.00301175
April,2002,Shark,Poecilia latipinna,0.22056429,0.03150918
April,2002,Shark,Cyprinodon variegatus,0.42964106,0.06137729
April,2002,Shark,Fundulus chrysotus,0.0201601,0.00288001
April,2002,Shark,Fundulus confluentus,0.49882574,0.07126082
April,2002,Shark,Jordanella floridae,4.67172464,0.66738923
April,2002,Shark,Lucania goodei,0.00545067,0.00077867
April,2002,Shark,Gambusia holbrooki,1.21828359,0.17404051
April,2002,Shark,Heterandria formosa,0.06313629,0.00901947
April,2002,Shark,Poecilia latipinna,0.75723578,0.10817654
April,2002,Shark,Fundulus chrysotus,0.84857416,0.12122488
April,2002,Shark,Jordanella floridae,1.47477658,0.21068237
April,2002,Shark,Gambusia holbrooki,2.08274808,0.29753544
April,2002,Shark,Heterandria formosa,0.04575964,0.00653709
April,2002,Shark,Poecilia latipinna,0.1470142,0.02100203
April,2002,Shark,Cyprinodon variegatus,0.34016706,0.04859529
April,2002,Shark,Fundulus chrysotus,0.63790039,0.09112863
April,2002,Shark,Fundulus confluentus,1.49966575,0.21423796
April,2002,Shark,Jordanella floridae,5.0983385,0.72833407
April,2002,Shark,Lucania goodei,0.12627461,0.01803923
April,2002,Shark,Gambusia holbrooki,1.47021978,0.2100314
April,2002,Shark,Heterandria formosa,0.01772523,0.00253218
April,2002,Shark,Poecilia latipinna,2.44163775,0.34880539
April,2002,Shark,Lepomis punctatus,0.22893372,0.03270482
April,2002,Shark,Cyprinodon variegatus,0.05429817,0.00775688
April,2002,Shark,Fundulus chrysotus,0.14759243,0.02108463
April,2002,Shark,Fundulus confluentus,5.78252227,0.82607461
April,2002,Shark,Jordanella floridae,22.5523014,3.22175734
April,2002,Shark,Gambusia holbrooki,3.16264258,0.45180608
April,2002,Shark,Heterandria formosa,0.28553504,0.04079072
April,2002,Shark,Poecilia latipinna,4.85719977,0.69388568
April,2002,Shark,Elassoma evergladei,0.07622503,0.01088929
April,2002,Shark,Fundulus chrysotus,0.05614374,0.00802053
April,2002,Shark,Fundulus confluentus,0.16081517,0.0229736
April,2002,Shark,Gambusia holbrooki,0.01839277,0.00262754
April,2002,Shark,Heterandria formosa,0.14847952,0.02121136
April,2002,Shark,Ameriurus natalis,0.35737855,0.05105408
April,2002,Shark,Cyprinodon variegatus,0.09938994,0.01419856
April,2002,Shark,Fundulus chrysotus,0.55808256,0.07972608
April,2002,Shark,Fundulus confluentus,1.87902746,0.26843249
