"","SpeciesName","CommonName","FunctionalGroup","Date","Month","Year","Area","SITENAME","FPO","Plot","TotalSpeciesWeight","NumofThrowTraps","SpeciesBiomass"
"1626","Heterandria formosa","Least killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08B","Fish","08B",0.30239465,7,0.04319924
"1627","Heterandria formosa","Least killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.66254701,7,0.09464957
"1628","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.09781729,7,0.0139739
"1629","Jordanella floridae","Flagfish","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.28589645,7,0.04084235
"1630","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.63877423,7,0.09125346
"1631","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.48944999,7,0.06992143
"1632","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.45220758,7,0.06460108
"1633","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.18265643,7,0.02609378
"1634","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site TSB","Fish","TSB",1.69040751,7,0.24148679
"1635","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSD","Fish","TSD",2.36277661,7,0.33753952
"1636","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 37B","Fish","37B",2.69730518,7,0.38532931
"1637","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.43400411,7,0.06200059
"1638","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.00348283,7,0.00049755
"1639","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.52881391,7,0.07554484
"1640","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",1.25302144,7,0.17900306
"1641","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 08C","Fish","08C",0.26236479,7,0.03748068
"1642","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.19141758,7,0.02734537
"1643","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.43085173,7,0.06155025
"1644","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.51224285,7,0.07317755
"1645","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37C","Fish","37C",0.26421038,7,0.03774434
"1646","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.21862659,6,0.03643776
"1647","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.33840803,7,0.048344
"1648","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.57574935,7,0.08224991
"1649","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.19140774,7,0.02734396
"1650","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 07A","Fish","07A",0.33600661,7,0.04800094
"1651","Jordanella floridae","Flagfish","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.57234297,7,0.08176328
"1652","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.54140653,7,0.07734379
"1653","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",2.47534056,7,0.35362008
"1654","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.5411598,7,0.07730854
"1655","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.53111919,7,0.07587417
"1656","Jordanella floridae","Flagfish","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 07B","Fish","07B",0.04983846,7,0.00711978
"1657","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37C","Fish","37C",0.10088291,7,0.01441184
"1658","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07A","Fish","07A",0.39180316,7,0.05597188
"1659","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",1.55634097,7,0.22233442
"1660","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.94011059,7,0.13430151
"1661","Jordanella floridae","Flagfish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.14460961,7,0.02065852
"1662","Jordanella floridae","Flagfish","invertivore","1996-05-01","May",1996,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.1968319,7,0.02811884
"1663","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",1.23455998,7,0.17636571
"1664","Jordanella floridae","Flagfish","invertivore","1999-10-01","October",1999,"Shark","Shark Slough_Site 37A","Fish","37A",2.03525413,7,0.29075059
"1665","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.0340254,7,0.00486077
"1666","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.48840086,7,0.06977155
"1667","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.0699921,7,0.00999887
"1668","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.68843179,7,0.0983474
"1669","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.36716985,7,0.05245284
"1670","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.65774521,7,0.0939636
"1671","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.15834668,7,0.02262095
"1672","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07A","Fish","07A",0.11638839,7,0.01662691
"1673","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.07943612,7,0.01134802
"1674","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 07C","Fish","07C",0.11949822,7,0.01707117
"1675","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.63407955,7,0.09058279
"1676","Jordanella floridae","Flagfish","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.06523145,7,0.00931878
"1677","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.11579973,7,0.01654282
"1678","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.72920815,7,0.10417259
"1679","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 37A","Fish","37A",1.06249853,7,0.1517855
"1680","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37A","Fish","37A",2.60152929,6,0.43358822
"1681","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",1.61192156,7,0.23027451
"1682","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.27704929,7,0.03957847
"1683","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.27613307,7,0.03944758
"1684","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.24102982,7,0.03443283
"1685","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 08B","Fish","08B",1.04969602,7,0.14995657
"1686","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 08B","Fish","08B",0.37215401,7,0.05316486
"1687","Jordanella floridae","Flagfish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.52253466,7,0.07464781
"1688","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site TSD","Fish","TSD",1.5636584,7,0.22337977
"1689","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.02480592,7,0.0035437
"1690","Jordanella floridae","Flagfish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.21562275,7,0.03080325
"1691","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",1.08653154,7,0.15521879
"1692","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.27164477,7,0.0388064
"1693","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.45342506,7,0.06477501
"1694","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.2189873,7,0.0312839
"1695","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.03695946,7,0.00527992
"1696","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.1094734,7,0.01563906
"1697","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.17791732,7,0.02541676
"1698","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 37B","Fish","37B",3.63456842,7,0.51922406
"1699","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.13557141,7,0.01936734
"1700","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 08B","Fish","08B",0.23605875,7,0.03372268
"1701","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.22218778,7,0.03174111
"1702","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.1007404,7,0.01439149
"1703","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37A","Fish","37A",3.76082615,7,0.53726088
"1704","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.24686108,7,0.03526587
"1705","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.20370233,7,0.02910033
"1706","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37B","Fish","37B",2.24182225,7,0.32026032
"1707","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37B","Fish","37B",4.78525883,7,0.6836084
"1708","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 08A","Fish","08A",0.67543579,7,0.09649083
"1709","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.23366987,6,0.03894498
"1710","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07C","Fish","07C",0.37784769,7,0.05397824
"1711","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 07B","Fish","07B",0.2154544,7,0.0307792
"1712","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 37A","Fish","37A",1.64368512,7,0.23481216
"1713","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 08B","Fish","08B",0.34955788,7,0.04993684
"1714","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.02350507,7,0.00335787
"1715","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.90651396,7,0.12950199
"1716","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.81847469,7,0.11692496
"1717","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.08343689,7,0.01191956
"1718","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.06329094,7,0.00904156
"1719","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",1.50089055,7,0.21441294
"1720","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 08C","Fish","08C",0.81388932,7,0.1162699
"1721","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.41329745,7,0.05904249
"1722","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.30564188,7,0.04366313
"1723","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.61535781,7,0.08790826
"1724","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSD","Fish","TSD",1.17768762,7,0.16824109
"1725","Jordanella floridae","Flagfish","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.32752707,7,0.04678958
"1726","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.04413274,7,0.00630468
"1727","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 37A","Fish","37A",1.54045001,7,0.22006429
"1728","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDD","Fish","MDD",1.08560039,7,0.15508577
"1729","Jordanella floridae","Flagfish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.17583295,7,0.02511899
"1730","Jordanella floridae","Flagfish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 37A","Fish","37A",1.06053772,7,0.15150539
"1731","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",1.44612026,7,0.20658861
"1732","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07C","Fish","07C",0.12534357,7,0.01790622
"1733","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.3539852,7,0.05056931
"1734","Jordanella floridae","Flagfish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 07A","Fish","07A",0.20052666,7,0.02864667
"1735","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.19189423,7,0.02741346
"1736","Jordanella floridae","Flagfish","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.04014059,7,0.00573437
"1737","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.93094365,7,0.13299195
"1738","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.35392085,7,0.05056012
"1739","Jordanella floridae","Flagfish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.98587763,7,0.14083966
"1740","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.51115549,5,0.1022311
"1741","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.13535441,7,0.01933634
"1742","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.84001221,7,0.12000174
"1743","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.84591028,7,0.12084433
"1744","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",1.06568635,7,0.15224091
"1745","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.4474546,7,0.06392209
"1746","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.74551735,7,0.10650248
"1747","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.36082035,7,0.05154576
"1748","Jordanella floridae","Flagfish","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07B","Fish","07B",0.24473794,7,0.03496256
"1749","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.03529651,7,0.00504236
"1750","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.07201352,7,0.01028765
"1751","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.38695803,7,0.05527972
"1752","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",2.16226203,7,0.30889458
"1753","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.68074803,7,0.09724972
"1754","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site TSD","Fish","TSD",1.22935664,7,0.17562238
"1755","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.32305411,7,0.04615059
"1756","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37A","Fish","37A",1.12483594,7,0.16069085
"1757","Jordanella floridae","Flagfish","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.03746402,7,0.005352
"1758","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.35807398,7,0.05115343
"1759","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.79424908,7,0.11346415
"1760","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",1.10492058,7,0.1578458
"1761","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.5755437,7,0.08222053
"1762","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.81459661,7,0.11637094
"1763","Jordanella floridae","Flagfish","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 07C","Fish","07C",0.28532517,7,0.04076074
"1764","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 37A","Fish","37A",3.66736995,7,0.52390999
"1765","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.48030171,7,0.06861453
"1766","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.36410774,7,0.05201539
"1767","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.50517344,7,0.07216763
"1768","Jordanella floridae","Flagfish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 07B","Fish","07B",0.19186733,7,0.02740962
"1769","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.01749466,7,0.00249924
"1770","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.14464844,7,0.02066406
"1771","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07B","Fish","07B",0.78473441,7,0.11210492
"1772","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.05082211,4,0.01270553
"1773","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 37B","Fish","37B",2.98931278,7,0.42704468
"1774","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.82661238,7,0.11808748
"1775","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.03510381,7,0.00501483
"1776","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDD","Fish","MDD",1.05778129,7,0.15111161
"1777","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.71401196,7,0.10200171
"1778","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.35631537,7,0.0509022
"1779","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",1.78526158,7,0.25503737
"1780","Jordanella floridae","Flagfish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37A","Fish","37A",3.3321006,7,0.47601437
"1781","Jordanella floridae","Flagfish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08B","Fish","08B",0.14318851,7,0.0204555
"1782","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07B","Fish","07B",0.09118655,7,0.01302665
"1783","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.09129764,7,0.01304252
"1784","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07B","Fish","07B",0.55380604,7,0.07911515
"1785","Jordanella floridae","Flagfish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.66589925,7,0.09512846
"1786","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.66316406,7,0.09473772
"1787","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.07117957,7,0.01016851
"1788","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.04541938,7,0.00648848
"1789","Jordanella floridae","Flagfish","invertivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 07C","Fish","07C",0.06110281,7,0.00872897
"1790","Jordanella floridae","Flagfish","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.1726955,7,0.02467079
"1791","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.42768518,7,0.06109788
"1792","Jordanella floridae","Flagfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.44772182,7,0.06396026
"1793","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.11601537,7,0.01657362
"1794","Jordanella floridae","Flagfish","invertivore","1999-10-01","October",1999,"Shark","Shark Slough_Site 08A","Fish","08A",1.07677667,7,0.15382524
"1795","Jordanella floridae","Flagfish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.2005056,7,0.02864366
"1796","Jordanella floridae","Flagfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.02854512,7,0.00407787
"1797","Jordanella floridae","Flagfish","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07C","Fish","07C",0.17008749,7,0.02429821
"1798","Jordanella floridae","Flagfish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",1.8508157,7,0.26440224
"1799","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.63374797,7,0.09053542
"1800","Jordanella floridae","Flagfish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 07B","Fish","07B",0.27630619,7,0.03947231
"1801","Jordanella floridae","Flagfish","invertivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 08A","Fish","08A",0.84121098,7,0.120173
"1802","Jordanella floridae","Flagfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.08711041,7,0.01244434
"1803","Jordanella floridae","Flagfish","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07A","Fish","07A",0.23683604,7,0.03383372
"1804","Jordanella floridae","Flagfish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.33189534,7,0.04741362
"1805","Jordanella floridae","Flagfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 08A","Fish","08A",1.43157351,7,0.2045105
"1806","Jordanella floridae","Flagfish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.13564944,7,0.01937849
