"","SpeciesName","CommonName","FunctionalGroup","Date","Month","Year","Area","FPO","SITENAME","Plot","TotalSpeciesWeight","NumofThrowTraps","SpeciesBiomass"
"1793","Heterandria formosa","Least killifish","invertivore","2000-04-01","April",2000,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.00391444,7,0.00055921
"1794","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 06A","06A",0.13400137,7,0.01914305
"1795","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.1317251,7,0.01881787
"1796","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.13304457,7,0.01900637
"1797","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 37B","37B",0.49474082,7,0.07067726
"1798","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.03291623,7,0.00470232
"1799","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 06B","06B",0.4198787,7,0.05998267
"1800","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 08B","08B",0.05463725,7,0.00780532
"1801","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Shark","Fish","Shark Slough_Site 08A","08A",0.25051586,7,0.03578798
"1802","Heterandria formosa","Least killifish","invertivore","2005-04-01","April",2005,"Shark","Fish","Shark Slough_Site 08B","08B",0.00803433,5,0.00160687
"1803","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.05210097,7,0.007443
"1804","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.00997587,7,0.00142512
"1805","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 07B","07B",0.07734011,7,0.01104859
"1806","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 08B","08B",0.11297994,7,0.01613999
"1807","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 23A","23A",0.02217145,7,0.00316735
"1808","Heterandria formosa","Least killifish","invertivore","2005-04-01","April",2005,"Shark","Fish","Shark Slough_Site 07A","07A",0.00304535,5,0.00060907
"1809","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 06A","06A",0.00927337,7,0.00132477
"1810","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 07B","07B",0.04303808,7,0.0061483
"1811","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 06A","06A",0.01489552,7,0.00212793
"1812","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.51374665,7,0.07339238
"1813","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.07097537,7,0.01013934
"1814","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 08A","08A",0.41717286,7,0.05959612
"1815","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.07423601,7,0.01060514
"1816","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.01873082,7,0.00267583
"1817","Heterandria formosa","Least killifish","invertivore","2001-07-01","July",2001,"Shark","Fish","Shark Slough_Site 37C","37C",0.03621623,7,0.00517375
"1818","Heterandria formosa","Least killifish","invertivore","2001-09-01","September",2001,"Shark","Fish","Shark Slough_Site 37A","37A",0.12085724,7,0.01726532
"1819","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 23B","23B",0.06695482,7,0.00956497
"1820","Heterandria formosa","Least killifish","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 08A","08A",0.02525802,7,0.00360829
"1821","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 07A","07A",0.02015641,7,0.00287949
"1822","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.12848792,7,0.01835542
"1823","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 06C","06C",0.03911313,7,0.00558759
"1824","Heterandria formosa","Least killifish","invertivore","2001-09-01","September",2001,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.01510787,7,0.00215827
"1825","Heterandria formosa","Least killifish","invertivore","2000-04-01","April",2000,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.00691194,5,0.00138239
"1826","Heterandria formosa","Least killifish","invertivore","2004-07-01","July",2004,"Shark","Fish","Shark Slough_Site 23C","23C",0.0961935,7,0.01374193
"1827","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.29220786,7,0.04174398
"1828","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 37C","37C",0.27268703,7,0.03895529
"1829","Heterandria formosa","Least killifish","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 23C","23C",0.05768566,7,0.00824081
"1830","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 06C","06C",0.08445761,7,0.01206537
"1831","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 37A","37A",0.22969365,1,0.22969365
"1832","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Shark","Fish","Shark Slough_Site 08C","08C",0.37134079,7,0.05304868
"1833","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 08A","08A",0.06313629,7,0.00901947
"1834","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 23B","23B",0.01091872,7,0.00155982
"1835","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 08C","08C",0.17579128,7,0.02511304
"1836","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 07B","07B",0.08813695,7,0.01259099
"1837","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Shark","Fish","Shark Slough_Site 07A","07A",0.37453955,7,0.05350565
"1838","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 07A","07A",0.05875952,7,0.00839422
"1839","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Taylor","Fish","Taylor Slough_Site MDE","MDE",0.00429428,7,0.00061347
"1840","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.19256265,7,0.02750895
"1841","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 23A","23A",0.07068456,7,0.01009779
"1842","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.03356145,5,0.00671229
"1843","Heterandria formosa","Least killifish","invertivore","2000-04-01","April",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.53347862,7,0.07621123
"1844","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 23A","23A",0.05299845,7,0.00757121
"1845","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 37B","37B",0.22858795,7,0.03265542
"1846","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 23C","23C",0.27672019,7,0.03953146
"1847","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 08B","08B",0.01976548,7,0.00282364
"1848","Heterandria formosa","Least killifish","invertivore","2003-04-01","April",2003,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.0080422,5,0.00160844
"1849","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 08A","08A ",0.08980622,7,0.01282946
"1850","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 07B","07B",0.11847414,7,0.01692488
"1851","Heterandria formosa","Least killifish","invertivore","2002-07-01","July",2002,"Shark","Fish","Shark Slough_Site 37A","37A",0.06168006,7,0.00881144
"1852","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.03289921,5,0.00657984
"1853","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 08B","08B",0.57156286,7,0.08165184
"1854","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.1017819,7,0.01454027
"1855","Heterandria formosa","Least killifish","invertivore","2004-04-01","April ",2004,"Shark","Fish","Shark Slough_Site 06A","06A",0.03469836,7,0.00495691
"1856","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 07C","07C",0.50053687,7,0.07150527
"1857","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 37A","37A",1.33543911,7,0.19077702
"1858","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.20679472,7,0.0295421
"1859","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 07B","07B",0.16740774,7,0.02391539
"1860","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 07B","07B",0.23332534,7,0.03333219
"1861","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.0596603,7,0.0085229
"1862","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 08A","08A",0.02248356,7,0.00321194
"1863","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Shark","Fish","Shark Slough_Site 08B","08B",0.17307557,7,0.02472508
"1864","Heterandria formosa","Least killifish","invertivore","2001-09-01","September",2001,"Shark","Fish","Shark Slough_Site 07A","07A",0.01170374,7,0.00167196
"1865","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 07C","07C",0.02108224,7,0.00301175
"1866","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.02489009,7,0.00355573
"1867","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 23A","23A",0.30169523,7,0.04309932
"1868","Heterandria formosa","Least killifish","invertivore","2001-09-01","September",2001,"Shark","Fish","Shark Slough_Site 37B","37B",0.18568179,7,0.02652597
"1869","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 37C","37C",0.35620142,6,0.05088592
"1870","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 37C","37C",0.85982938,7,0.12283277
"1871","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 07C","07C",0.03645902,7,0.00520843
"1872","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.09227797,5,0.01845559
"1873","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site TSD","TSD",0.00700263,7,0.00100038
"1874","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 23C","23C",0.03502803,7,0.005004
"1875","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 08B","08B",0.36147082,7,0.05163869
"1876","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 37C","37C",0.37314826,7,0.05330689
"1877","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 08C","08C",0.01113134,7,0.00159019
"1878","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.47814653,7,0.06830665
"1879","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 23B","23B",0.09322802,7,0.01331829
"1880","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 37C","37C",0.84939918,7,0.12134274
"1881","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.01202583,7,0.00171798
"1882","Heterandria formosa","Least killifish","invertivore","2000-04-01","April",2000,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.03030195,7,0.00432885
"1883","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.12012724,7,0.01716103
"1884","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 06C","06C",0.40615948,7,0.05802278
"1885","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.08798753,7,0.01256965
"1886","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 23B","23B",0.0356696,7,0.00509566
"1887","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.04144202,7,0.00592029
"1888","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 07A","07A",0.03978729,7,0.0056839
"1889","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 06B","06B",0.09174499,7,0.01310643
"1890","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.02759578,7,0.00394225
"1891","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.03422838,7,0.00488977
"1892","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 08A","08A",0.03759805,7,0.00537115
"1893","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 23A","23A",0.29711534,7,0.04244505
"1894","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.02202558,7,0.00314651
"1895","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.02729317,7,0.00389902
"1896","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.02389894,7,0.00341413
"1897","Heterandria formosa","Least killifish","invertivore","2000-04-01","April",2000,"Shark","Fish","Shark Slough_Site 37A","37A",0.51393844,7,0.07341978
"1898","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 06B","06B",0.00886201,7,0.001266
"1899","Heterandria formosa","Least killifish","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 06B","06B",0.34198467,7,0.04885495
"1900","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.0048307,7,0.0006901
"1901","Heterandria formosa","Least killifish","invertivore","2002-02-01","February",2002,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.20329372,7,0.02904196
"1902","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.42487027,7,0.06069575
"1903","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 23B","23B",0.06191558,7,0.00884508
"1904","Heterandria formosa","Least killifish","invertivore","2001-02-01","February",2001,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.14736567,7,0.02105224
"1905","Heterandria formosa","Least killifish","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 37C","37C",0.63376431,7,0.09053776
"1906","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 37B","37B",1.38111553,7,0.19730222
"1907","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.09251341,5,0.01850268
"1908","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.11285283,7,0.01612183
"1909","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 37C","37C",1.00514592,7,0.14359227
"1910","Heterandria formosa","Least killifish","invertivore","2001-09-01","September",2001,"Shark","Fish","Shark Slough_Site 07B","07B",0.03542223,7,0.00506032
"1911","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 08A","08A",0.0611809,7,0.00874013
"1912","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 37B","37B",0.87129491,7,0.1244707
"1913","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 08C","08C",0.18425032,7,0.02632147
"1914","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 07C","07C",0.38983043,7,0.05569006
"1915","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.50196863,5,0.10039373
"1916","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.04607451,7,0.00658207
"1917","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.39152556,7,0.05593222
"1918","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 37B","37B ",0.19684888,7,0.02812127
"1919","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 08C","08C",0.25581992,7,0.0365457
"1920","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.03333908,7,0.00476273
"1921","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site MDD","MDD",0.02207305,7,0.00315329
"1922","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.03065379,7,0.00437911
"1923","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 07C","07C",0.10103464,7,0.01443352
"1924","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 08C","08C",0.05079747,7,0.00725678
"1925","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 08C","08C ",0.04560468,7,0.00651495
"1926","Heterandria formosa","Least killifish","invertivore","2001-07-01","July",2001,"Shark","Fish","Shark Slough_Site 37A","37A",0.00875551,7,0.00125079
"1927","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 37A","37A",0.18258929,7,0.02608418
"1928","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.21426385,7,0.03060912
"1929","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.37368962,5,0.07473792
"1930","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 08C","08C",0.30844704,7,0.04406386
"1931","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 06C","06C",0.01619239,7,0.0023132
"1932","Heterandria formosa","Least killifish","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.04856053,7,0.00693722
"1933","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 07A","07A",0.10027087,7,0.01432441
"1934","Heterandria formosa","Least killifish","invertivore","2001-04-01","April",2001,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.06045611,3,0.02015204
"1935","Heterandria formosa","Least killifish","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 37A","37A",0.28553504,5,0.04079072
"1936","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.09105083,7,0.01300726
"1937","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 23A","23A",0.01981257,7,0.00283037
"1938","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 37C","37C",0.15872014,7,0.02267431
"1939","Heterandria formosa","Least killifish","invertivore","2004-07-01","July",2004,"Shark","Fish","Shark Slough_Site 23A","23A",0.02645898,7,0.00377985
"1940","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 07C","07C",0.04329266,7,0.00618467
"1941","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 08A","08A",0.40230067,7,0.05747152
"1942","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 08C","08C",0.2791283,7,0.03987547
"1943","Heterandria formosa","Least killifish","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 07C","07C",0.00577255,7,0.00082465
"1944","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 23C","23C",0.01208345,7,0.00172621
"1945","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 23C","23C",0.03380139,7,0.00482877
"1946","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site MDD","MDD",0.02476769,7,0.00353824
"1947","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 23C","23C",0.00289295,7,0.00041328
"1948","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.49032565,7,0.07004652
"1949","Heterandria formosa","Least killifish","invertivore","2002-07-01","July",2002,"Shark","Fish","Shark Slough_Site 37C","37C",0.09429528,7,0.01347075
"1950","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.02221285,7,0.00317326
"1951","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 07B","07B",0.10376893,7,0.01482413
"1952","Heterandria formosa","Least killifish","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 08B","08B",0.2298096,7,0.03282994
"1953","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 37A","37A",1.06125892,7,0.15160842
"1954","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.02247131,7,0.00321019
"1955","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 07B","07B",0.11670803,7,0.01667258
"1956","Heterandria formosa","Least killifish","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 37A","37A",0.24280169,7,0.03468596
"1957","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.03735007,7,0.00533572
"1958","Heterandria formosa","Least killifish","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 07B","07B",0.11596602,7,0.01656657
"1959","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.01271866,7,0.00181695
"1960","Heterandria formosa","Least killifish","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 37C","37C",0.1155349,7,0.01650499
"1961","Heterandria formosa","Least killifish","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.0273134,7,0.00390191
"1962","Heterandria formosa","Least killifish","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 37B","37B",0.65731837,7,0.09390262
"1963","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.00535209,5,0.00107042
"1964","Heterandria formosa","Least killifish","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 07B","07B",0.25913156,7,0.03701879
"1965","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 08B","08B",0.41193257,7,0.05884751
"1966","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site TSD","TSD",0.02071372,7,0.0029591
"1967","Heterandria formosa","Least killifish","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 07B","07B",0.20998164,7,0.02999738
"1968","Heterandria formosa","Least killifish","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.67603706,7,0.09657672
"1969","Heterandria formosa","Least killifish","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 37B","37B",0.46160364,7,0.06594338
"1970","Heterandria formosa","Least killifish","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.00752554,7,0.00107508
"1971","Heterandria formosa","Least killifish","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 37C","37C",0.09564969,7,0.01366424
"1972","Heterandria formosa","Least killifish","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.04968571,7,0.00709796
"1973","Heterandria formosa","Least killifish","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 37A","37A",0.56793437,7,0.08113348
"1974","Heterandria formosa","Least killifish","invertivore","2000-04-01","April",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.2486296,7,0.03551851
"1975","Heterandria formosa","Least killifish","invertivore","2005-04-01","April",2005,"Shark","Fish","Shark Slough_Site 07B","07B",0.0170006,5,0.00340012
